Ticker,Date,VQNJI_Open,VQNJI_High,VQNJI_Low,VQNJI_Close,VQNJI_Volume,BGDWV_Open,BGDWV_High,BGDWV_Low,BGDWV_Close,BGDWV_Volume,XYNAT_Open,XYNAT_High,XYNAT_Low,XYNAT_Close,XYNAT_Volume,AXFAU_Open,AXFAU_High,AXFAU_Low,AXFAU_Close,AXFAU_Volume,XWPFM_Open,XWPFM_High,XWPFM_Low,XWPFM_Close,XWPFM_Volume,SBDKL_Open,SBDKL_High,SBDKL_Low,SBDKL_Close,SBDKL_Volume,NCSVI_Open,NCSVI_High,NCSVI_Low,NCSVI_Close,NCSVI_Volume,IPTHK_Open,IPTHK_High,IPTHK_Low,IPTHK_Close,IPTHK_Volume,YBODQ_Open,YBODQ_High,YBODQ_Low,YBODQ_Close,YBODQ_Volume,SEAJJ_Open,SEAJJ_High,SEAJJ_Low,SEAJJ_Close,SEAJJ_Volume
300750.0,2025-03-03,96.8815125151302,102.10945382203856,95.87247885229895,100.0,14498507.37212092,98.88226812460871,103.01788174864926,97.80178781954665,100.0,103707459.33768074,100.6802436570489,101.07638846064091,99.29174332898891,100.0,2930244.255475117,102.2823809526897,104.03059315784957,99.08947435353689,100.0,14074998.153758485,101.34983277583648,102.49718472444768,99.19010157888754,100.0,28232925.59488193,101.2872754265552,101.2872754265552,99.42969124944982,100.0,6023207.752263452,95.84083830826208,100.24869300575374,94.5287735013942,100.0,3346515.6294796425,99.87648287638191,103.51744672639684,99.5235588584404,100.0,1849186.4812096795,101.68826033701916,103.27463255709526,99.5488319564484,100.0,3454072.3716444955,99.68661741790062,101.50422922134628,99.59260682736372,100.0,18049046.84800425
300750.0,2025-03-04,98.70947221111476,99.07506284893373,96.05163229066976,96.15033774638216,10044551.68512246,99.03129160979992,101.41578996827587,99.03129160979992,100.89418272895068,57310670.752039164,99.5558495814825,99.5558495814825,96.57477736900584,98.43544492220076,2514766.2662738785,99.5629514954396,104.91683772471816,99.40512111494373,103.77565182743184,15961799.059887469,99.08886427624849,101.75478198639271,99.0776149957389,101.4285715174564,19259027.26291753,99.70669369056073,100.17923876497498,99.07120503954108,99.70669369056073,3225778.358514593,98.82514481882916,100.76323092212698,98.04476915599798,98.42209084831524,1933792.1482812196,99.8764837218702,100.16469632957264,98.32363418519736,99.8294265873976,1332706.8531186425,99.95634008157106,100.39296219767137,98.53005079223696,99.1558699033078,1853649.521889542,101.06549787117385,101.44155219039686,99.93732295895347,100.53275524848712,18296947.178159054
300750.0,2025-03-05,96.15032962111766,96.47571061661156,94.50517188995786,95.41548893097884,7811210.412032538,100.96870377977496,101.0059624562874,98.69597425707784,99.59016117427856,63325568.30833854,98.4354382787809,98.77556317040369,97.1749869382284,97.3350421191604,1672913.207725939,103.31430861971413,105.07466376801078,102.03957826647778,102.95010391693768,9193853.30297074,101.24859547319744,103.03711907917172,100.05624018060072,101.66479396426324,26544949.43827949,99.82075623831818,100.21182952756767,97.88170031119948,98.9245541279994,5898454.574465853,98.51641803780008,99.47688688724092,97.1700500890498,97.63313293381634,1466568.074911973,99.40591784750416,99.52944394304323,98.0001185399126,98.9059436646879,1114224.386207243,99.17043637845885,99.69437852616744,98.06433505510034,98.42818315191116,1918359.203193726,101.06549450866572,101.1908499290865,99.40457105174288,100.12535276461152,17085997.153839566
300750.0,2025-03-06,95.87613674039412,97.07527348575996,95.41914848138366,96.62925249868816,9367384.938217849,100.37257637867908,103.87480659712038,100.37257637867908,102.75707475827582,99122733.39287624,97.99527801341108,99.4918189983374,97.43507877077224,98.97163049833632,2329118.829315484,104.54049237792768,105.98519613212312,104.01845726810176,104.7832955284924,12679712.020158624,102.49718472444768,105.17435171510152,101.91225946963252,104.30821311338832,46776541.77639952,99.39710079125544,99.70669608058644,98.58237045690088,99.44598262222898,4821714.071722246,98.07049382802934,98.59360558715224,93.02804689490158,93.47397490558949,5339054.415773843,99.21768501778972,101.92929047397938,99.21768501778972,101.85283048979664,1967505.527764427,98.45729466159906,100.7131461410018,97.94790956004118,100.04366699270253,3775061.681959957,100.3447240308795,101.9743087180832,100.0626802974298,101.5669095576444,23410518.94403253
300750.0,2025-03-07,96.13570767513424,96.36237207763952,94.57098024561306,95.33141499388792,8341760.582190741,102.60805027398295,104.06110312981302,101.34128369482023,102.60805027398295,80397220.19768958,99.31575610901608,99.37177603411156,97.49509938484256,97.66716450845188,2028292.012681252,103.81207060991872,105.73023767258228,102.82869657566395,103.49641911359336,10361495.23688684,102.6996593297258,103.1383563818108,100.7086611184734,101.09111176801046,31218583.250331525,99.1689798544146,99.5274631998805,98.09353603391628,98.51719308373104,4899564.187830474,92.46204768982032,93.47396797177151,85.92744316983115,86.80215735969429,9437748.089553984,101.29991893118574,101.8528289906134,99.9941127409038,101.45873562330918,1360285.900582179,99.89813318083526,100.80048046377938,97.01646245464042,98.44274078472314,5615836.767040906,101.53557406045071,101.53557406045071,99.5299291212637,99.717956279624,23110377.7551633
300750.0,2025-03-10,95.71161399026404,95.7335485335652,92.71743168179216,93.77398828573236,10732689.139595974,103.94932610038438,105.58867232348328,100.78240968293169,101.78837262254004,79287865.81078848,98.23536971129651,99.1476977073272,97.48309690183775,98.35541415408244,2217530.6860617185,103.0715096713574,104.01845490432586,102.03958241138788,103.60567844293028,7356845.880459534,100.87738788222278,100.89988644324193,99.51631204782387,100.33745974944593,19038061.289440066,99.18527221454802,99.70669914730072,98.27277819018047,99.07121046150208,4547062.088625742,86.81073957241445,90.04373558068431,85.58442938803782,89.0403926687377,6055339.273364118,101.46461630429891,103.10569223629334,101.05287762738544,102.8704155566942,1730911.0139683825,98.28265232055982,99.9854588559184,96.8418168755459,99.70894183549484,2821484.844529797,101.629583294707,101.97430472816345,99.71795494884934,100.0626763823058,22364280.164196763
300750.0,2025-03-11,92.52001875319684,93.40840126169928,92.51270537899342,93.29872296252772,6413425.640123571,99.8882233316628,101.67660426977407,99.73919573220032,101.1549899057406,61563122.65331217,97.63515488834724,98.24737483832932,97.37506368031556,98.07531581578525,2096818.8169234623,101.9910161379986,105.80308280005652,101.83318576347428,105.7302344493738,11752883.865457805,98.998876254119,101.01237302639056,98.98762697360942,100.21372388578769,19085477.431274083,98.01205954527794,98.71272811462524,97.2950928886998,98.56607640904326,5193323.714624118,88.50012825093549,90.02658949236053,86.44199090673715,87.67687200472434,4045490.608092209,111.09935492086272,122.93395054106774,108.8171332540552,118.22246600261036,9554452.76088986,98.96667650204851,99.5342786113328,97.68593527408224,98.4136314248326,1848100.9430629425,99.27922552859972,101.06549849919818,98.9658429424494,101.06549849919818,20446241.78254319
300750.0,2025-03-12,93.59485139922978,93.817856305903,91.94238035486649,93.04280603290036,7453796.878830044,101.15498380518332,102.98061620328367,99.888217307503,99.888217307503,65616376.15843251,98.5874941924146,98.61950644948976,97.49509652650876,97.71918232603484,1714945.0943676145,106.02160765501073,106.05802719860463,104.71044851155524,104.83185007765016,9384711.911678394,100.67491327694466,102.75590573227372,99.9887507194904,100.11248658314864,28687366.03455209,98.53348692280812,98.56607688152693,97.24621152496226,97.50692497881342,4473863.446957872,87.0594229729111,87.4281737578269,84.4695965956518,85.63587784363389,5190485.977295534,117.59308167324376,119.64001757540008,112.96394508330948,113.52273394759096,5340074.7006814815,98.58827416645973,98.58827416645973,93.58173205909424,94.03290013204038,7156064.348398584,101.12817761904442,101.69226508650895,99.81197552071916,99.8746532342765,19562761.11213625
300750.0,2025-03-13,92.86001120827454,94.76108676665284,92.4944206129664,92.57485099021176,6319881.372422926,99.88822103002572,100.40983538204011,97.35468794024818,98.06258856388972,62593552.70490187,98.1153239629596,98.55548487874648,97.5231124536669,97.85523276181264,1817036.539509231,104.4190835319175,104.819707776219,101.8453277083492,103.0107994221313,8704092.77241189,99.8425225167602,100.76490129907414,96.61417189087275,97.300334448327,25941178.570842378,97.44174601778346,97.490634064291,95.29085844842542,96.05670694608594,5380922.628599257,85.49866944743391,86.33908053706854,84.66684232639122,86.18471958357073,3344922.7495251764,112.94041264552794,122.46338336984314,112.94041264552794,117.77542309484026,6287837.6096042,94.16387996068968,96.78359061431132,89.390194861879,96.37608253569516,9155320.716214271,99.9059854712383,99.9059854712383,98.8091553774179,99.3419039846774,16447032.637550304
300750.0,2025-03-14,92.49442262392172,96.82667350390048,92.36646368139394,95.78473805323118,13140795.569604492,98.36065048873508,103.39045797358818,97.57823962323371,103.27868194721697,130690322.65067557,98.0312963195028,100.93634002259157,97.43907870938116,100.20407565366666,3660104.743052551,102.99865649961566,105.4752873650918,102.5009072968503,104.77115457245657,9461112.006357446,97.46906743402356,108.9313874152034,97.23284498721672,104.45444753806572,75069851.96083732,96.04040740942658,97.13214926510078,95.69822216853278,96.95290760104238,3998586.421535873,85.06131732187124,86.60492028619224,85.06131732187124,85.9617507487271,3119150.395363701,117.59896078395604,121.55755792820868,116.39903531382156,117.64013914076584,5384853.655788413,94.4549668026856,96.30331022240844,94.22209869424924,94.93524894851367,5952451.581289644,99.52992644339987,102.47571307240726,99.34189929009844,102.38169052984338,38873854.01038864
