Ticker,Date,UNSJL_Open,UNSJL_High,UNSJL_Low,UNSJL_Close,UNSJL_Volume,JTVNR_Open,JTVNR_High,JTVNR_Low,JTVNR_Close,JTVNR_Volume,NGYNZ_Open,NGYNZ_High,NGYNZ_Low,NGYNZ_Close,NGYNZ_Volume,VJSPS_Open,VJSPS_High,VJSPS_Low,VJSPS_Close,VJSPS_Volume,IEAPL_Open,IEAPL_High,IEAPL_Low,IEAPL_Close,IEAPL_Volume,OZWYQ_Open,OZWYQ_High,OZWYQ_Low,OZWYQ_Close,OZWYQ_Volume,UFWWI_Open,UFWWI_High,UFWWI_Low,UFWWI_Close,UFWWI_Volume,EIEZI_Open,EIEZI_High,EIEZI_Low,EIEZI_Close,EIEZI_Volume,KPLXQ_Open,KPLXQ_High,KPLXQ_Low,KPLXQ_Close,KPLXQ_Volume,BIFHF_Open,BIFHF_High,BIFHF_Low,BIFHF_Close,BIFHF_Volume
601916.0,2025-03-03,100.35087687010102,100.70175374020202,99.64912312989895,100.0,3867851919.399879,100.7396407130888,101.03549840908508,99.70413525019984,100.0,586965888.6453238,100.117649751551,100.58823753805724,98.9411746754366,100.0,1107321006.8706822,99.7940220629753,101.2358381574423,98.45520475858928,100.0,943607460.189189,99.8154939346666,100.3690033329333,98.15498333533334,100.0,4656310354.361514,101.27277590567888,103.06624640627264,99.6528813047611,100.0,117284719.4023886,100.58394105707907,100.8759115856186,99.2700771592144,100.0,1713305848.3783052,101.7735526964572,102.58229229304538,99.04936752776992,100.0,65633753.270569615,100.86079168815286,102.11163578290868,99.26025658182007,100.0,7534305.334805374,101.26916182792604,102.19219032667692,98.96160001247463,100.0,68217868.75946873
601916.0,2025-03-04,100.0,100.70175374020202,99.64912312989895,100.0,3279874915.6415944,99.70413169942242,100.66567094061791,99.55620638359431,100.59171180960564,390141981.43339694,99.7647049609266,100.11765423137253,99.17647861624668,99.41176691017898,926007679.0179064,99.89700449347626,99.89700449347626,97.42532834035671,98.2492203913966,1231534491.7624862,99.81549943610334,100.36900886487727,99.07749272956065,99.26199880506329,2877135018.2550898,99.27683160356594,100.66531744704254,98.98756785752254,99.36360852043804,79209580.64465049,100.00000349533036,101.0219038615008,98.97811009028668,99.27008062903155,961076364.9970282,98.60952457487632,101.34789022268566,98.22644197617718,101.00737115440796,46835508.26081776,99.93274659138405,101.12978987339233,99.32750523414806,100.60524257510708,4544404.297586037,99.06049056137238,99.98351904991948,98.31877808923004,99.52200794945452,53512177.19392119
601916.0,2025-03-05,100.3508772081594,101.05263931628998,99.64912346559332,100.70175407944244,4608112281.274426,100.59171477515198,101.47928785769813,100.29585708096992,101.3313554837052,475134411.4516023,99.5294068016482,102.11764509654748,99.2941073113404,101.64705733562916,1702463519.1698973,98.35221381802025,99.99999799490368,98.24922485157292,99.27909487290928,890841976.502106,99.26199769101127,101.29151171235875,98.8929943418814,100.92250836322889,4832450862.586362,99.33468540205808,104.83078479046736,98.35117322838605,101.967025185312,150660917.0607252,99.708037431383,102.48176115450462,98.978114532326,102.04380184616878,1856471881.7090788,101.41883873792769,102.4262153365638,100.02836870782468,101.61747576724149,45326092.11330546,100.59179692850178,101.49294284831412,100.33624658464014,101.0490896047045,2875845.5296826456,100.31317500562032,100.4285527835832,98.1045048040751,98.73084580417172,43693253.94435124
601916.0,2025-03-06,101.05263931628998,101.05263931628998,100.3508772081594,100.70175407944244,3250696787.0545287,101.40531523315464,101.99703058395473,100.88756606465546,101.84910527315638,504838925.09419537,101.41176283087133,101.52941258180904,100.2352989805875,100.35293751182743,1246387063.634098,99.4850655118051,99.79402259742815,98.3522163168081,99.17610842618204,781501568.0899839,100.7380177099722,100.92251499779896,99.63100758980856,100.36901433658431,3234983362.2147007,101.851319175353,104.71507889019274,101.56205542160166,103.5869348019757,131180938.47310844,101.60584552247369,102.04379785254262,99.4160629887487,100.72993390120904,1698962010.585193,102.62485920087394,104.99432308328942,102.62485920087394,104.27071052836308,66951989.84574925,101.00873754192328,103.5642193041454,99.77134728017624,103.08002623781869,8364943.676347181,99.71979817364932,103.41190586431615,99.71979817364932,102.81853085263604,74013962.68167442
601916.0,2025-03-07,100.70175374020202,101.05263897586752,100.0,100.0,2591573075.945953,101.62721138850804,102.36685913784189,101.18342838195066,101.62721138850804,421435921.3287594,100.235299503102,100.70588728960824,99.64706196504484,100.0,1149947618.256117,99.27909766442006,99.89701183734152,98.4552055528123,98.76416263927304,790828671.2357773,100.36901143406082,100.73801479677768,99.81550199111848,99.81550199111848,2598177591.787159,102.69019772394148,103.12410438172736,101.44634374197372,101.93810535644464,75877588.32011501,100.72993446313494,102.3357759249751,100.00000462744572,102.18978717338652,1348600440.9345648,104.3132711741839,104.8950016576014,101.66004325443024,102.27014581817964,54154905.44003055,102.5554838056668,103.69871908473078,102.4344355333664,103.13382475298856,4708410.781379819,102.19218963346232,104.08769244009764,101.9449479499474,103.03280003970217,58987253.25760705
601916.0,2025-03-10,99.99999982978257,100.35087669928632,99.64912296027876,99.64912296027876,3326418523.8381658,101.18342661072816,101.9970334777102,100.44377887434187,101.92306729331088,499668153.9106059,99.8823547177419,100.11765423137253,99.17647861624668,99.41176691017898,771406695.9321139,98.35222220178932,98.66117930589908,97.11638396378108,97.7342981720006,998224583.3972708,99.8154983351738,100.0000044086414,98.70848828756974,99.0774916367711,3052863308.284824,101.44634170121203,103.81833970406076,100.98351309174656,102.57448574711516,75537180.30018516,101.45986114557282,102.77373211467336,100.7299382436158,102.33577976572457,1355331032.0720334,101.85868953917858,102.55391923195,100.0283816817575,100.78036636525216,48606194.02976208,103.4297189683985,105.09750868155106,102.3402773679328,103.88701881248036,7234928.358164635,104.40086084190212,104.64810252790828,101.13730453975394,102.19219066316136,48675034.59854739
601916.0,2025-03-11,99.64912329833302,100.3508770397212,99.29824642763892,100.3508770397212,2465906165.565461,101.10945992677472,102.0709991578047,100.88756842847656,102.0709991578047,389660900.47305024,99.17648194100738,99.88235806616616,98.82353265872926,99.88235806616616,1097272792.8726273,97.21936060490866,98.14624171485292,97.01339248134828,97.83728461872782,666908031.0024855,98.89299617883547,99.4464968139448,98.5239928228513,99.4464968139448,3136656548.910144,101.18599674345889,102.51662757457837,101.0124318823417,102.31414075396034,54041528.92322207,102.043795369516,103.94160731664007,101.89781358342076,103.2116844639108,1331667219.243618,98.80817130964977,100.4540334803861,98.59534281172252,100.34052350483732,42807118.84198506,103.12037582735726,104.04841495521124,101.88298553487137,103.2279702986467,4863097.6755953245,100.36262115436914,101.87902469306394,100.0659336421814,101.5823371808762,38039618.55013654
601916.0,2025-03-12,100.00000016902712,100.70175391041532,99.64912329833302,100.3508770397212,3598488134.852796,102.36685949240236,104.43786332238518,101.92306943050416,104.28993800428827,789804743.6057787,99.5294166669943,100.00000447455722,99.0588288594314,99.41176691017898,696485913.0303138,97.83728264188582,97.83728264188582,96.9104015506696,97.1163794916371,775565432.4052002,99.07748795338972,99.261994019998,98.33948128242372,98.33948128242372,2787130901.835097,102.51662811360606,110.2690153956699,101.90916764855808,105.3514546518676,193177208.4219687,103.6496366613456,104.23357772729248,102.4817545294518,102.91971380947528,1198722831.0711467,100.8796664771548,103.13563094071893,100.8796664771548,101.9012344738702,58659974.50748078,103.2952237841459,103.32212419742665,101.54673283600265,101.56018663415344,4218127.198426918,101.78012477170904,103.3789400797556,101.20323589128874,101.51640324242872,33812111.00300151
601916.0,2025-03-13,100.3508772081594,101.05263931628998,100.00000033687635,100.70175407944244,3529113495.229697,103.99407843976309,105.17750917842154,103.55028838586438,103.92011225514604,629577619.5301671,99.41177079292834,100.11765814169188,99.29412103151792,99.52942055433871,821421288.9722456,97.32234957747336,98.45520863254704,97.01339248134828,97.83728461872782,1067637465.129494,98.33948128242372,98.89299068451496,98.15498401354898,98.33948128242372,2806374345.919322,104.48364647039456,107.66560255179596,103.78940913115672,104.36794760365729,125137745.56751505,103.21168506105684,106.42336094612594,102.48175524297784,104.67153773608824,1633461618.213308,101.7026072011211,101.73097928156844,98.921677846294,99.37570690779827,45462588.44076337,101.5467303512866,102.27302712605312,100.51108960589228,100.51108960589228,2956719.09487246,101.48343914741704,102.14274612665386,100.18131132161388,100.7087543899564,28776303.327569213
601916.0,2025-03-14,100.35087790802046,101.7543937685054,100.35087790802046,101.40351689477534,5542966073.964269,103.99408275511546,105.47337123982324,103.92011656742908,105.17751354288173,610798052.6527586,99.64706588552492,100.35294198320706,99.41176637316536,99.76470442200642,1362117583.303511,98.043254553961,98.86714662403054,97.4253305906247,98.55817973157828,1106759777.7466755,98.52399028142383,99.26199697435533,98.1549869349581,98.89299362788958,3662259815.003572,104.71507159837309,111.31038183004304,104.28116496325622,107.49204316594948,227231364.65087625,104.67153773608824,107.00730201613852,104.23357845301553,104.67153773608824,1542229483.3219936,99.30476142382936,102.31271075077412,99.00680586418824,101.33370617987704,48109365.5956142,100.47074405814908,101.950230859073,100.201747110983,101.11633960455605,5476958.743910456,101.12082098380952,106.1645087510491,100.7252418212612,105.34037187256897,94559561.8078145
