Ticker,Date,HVGVZ_Open,HVGVZ_High,HVGVZ_Low,HVGVZ_Close,HVGVZ_Volume,MFOSX_Open,MFOSX_High,MFOSX_Low,MFOSX_Close,MFOSX_Volume,TMDLN_Open,TMDLN_High,TMDLN_Low,TMDLN_Close,TMDLN_Volume,HJIPQ_Open,HJIPQ_High,HJIPQ_Low,HJIPQ_Close,HJIPQ_Volume,SSPND_Open,SSPND_High,SSPND_Low,SSPND_Close,SSPND_Volume,QPPUR_Open,QPPUR_High,QPPUR_Low,QPPUR_Close,QPPUR_Volume,ILWVL_Open,ILWVL_High,ILWVL_Low,ILWVL_Close,ILWVL_Volume,ZRMYQ_Open,ZRMYQ_High,ZRMYQ_Low,ZRMYQ_Close,ZRMYQ_Volume,MUAVS_Open,MUAVS_High,MUAVS_Low,MUAVS_Close,MUAVS_Volume,UTLHM_Open,UTLHM_High,UTLHM_Low,UTLHM_Close,UTLHM_Volume
601166.0,2025-03-03,100.77108360198608,100.9638590985034,99.3253041462726,100.0,239548088.25673,100.0,100.34188002141124,98.97435993576636,100.0,1344344381.8226838,100.3579920353401,101.07398748638197,99.76133105619884,100.0,547746509.7071263,97.70693586881282,100.78300505351405,97.03580087151327,100.0,535076286.0994277,99.89495558402332,101.26050293895965,99.68486675206994,100.0,205427025.75387895,100.9656669048806,101.1802640982129,99.0343330951194,100.0,569765792.3774672,100.63451412654264,101.39593470913356,99.74619313913637,100.0,260031111.8583598,99.66025217179616,101.81200281760545,99.20725146739484,100.0,403102703.8785667,100.58707890777605,100.9784679567771,99.41291176077294,100.0,9232231925.613092,102.0166081867111,102.84697227081725,99.88137332716704,100.0,179738880.15847465
601166.0,2025-03-04,99.75902823587629,101.10841978661944,99.75902823587629,100.3373362741832,207399444.61523435,99.82905978607369,100.34187572067948,99.48717977931572,99.82905978607369,817384714.7954777,99.88066866059968,100.00000313624284,99.28400766274564,99.64201108967524,362545050.17298216,99.44073083661866,105.20135105138816,99.16108234670318,102.57271925117774,808419668.5107561,99.94747843172316,100.15755724743428,98.21428562736205,98.47688665139763,179090112.37537295,99.78542105212225,101.39485920112492,99.67812244683986,100.75108803454714,329241258.81703395,100.25380399094809,100.8883180993268,99.87309068493468,100.25380399094809,151683015.9782394,99.32049603237344,99.54699096542646,98.64098963243868,99.32049603237344,226042759.85772943,100.00000245837988,100.39139151700272,99.21722434113416,99.41291420471995,8401972769.028872,100.11862509393116,101.66073805210353,99.88138303806178,100.11862509393116,128748694.2419238
601166.0,2025-03-05,100.38553390438987,101.97589485738914,100.1445737447394,101.6867408274004,328836422.9840536,99.65811858088816,102.39315871381902,99.65811858088816,102.22222278104212,2454418735.572916,99.522673593735,100.00000010145996,98.92601261398836,99.522673593735,431337541.5545939,101.230432272057,103.97092329957556,100.7270756886864,101.51007007726356,384025837.524444,98.52940763807942,98.94957528187902,97.63655014280694,98.3193188073862,138944234.7929509,100.96566303858629,103.00429536694791,100.32189194835614,102.57511122927554,565950577.4548525,100.25380686086363,100.50761372172728,98.98477255654544,100.0,185338281.40671715,99.43374136564556,99.77349997696976,97.73499151057725,98.4144871324493,252987998.8782613,99.41291047852788,101.76124474224486,99.02152143457504,100.9784666543392,12818889647.641985,100.23724203280368,100.47449537846956,99.6441199815012,100.0,67765343.53315948
601166.0,2025-03-06,101.73493072457262,102.12047248018092,100.7228778710756,101.83130926944436,291209015.2697333,102.3931566191718,102.56410069951426,100.51282064177896,100.51282064177896,1984505288.478916,99.64200796465988,100.23865756343956,99.0453469855186,100.0,475681189.8109852,102.06935540263191,103.63535483267034,101.2863610213619,102.908279477921,397953352.5916116,98.4768799397447,99.21217077100052,97.689066903744,99.05461417435214,145977894.60034388,102.25322139350294,102.4678185910878,100.64378334184678,101.07296750445892,577322874.4456164,100.5076170899208,102.28427122673811,100.25381022055164,102.15736476643696,370543224.7569681,98.98073783186922,99.66024423454762,98.18798936240096,99.20724356622463,288692734.35281485,100.78277809800208,100.9784679567771,99.80430080977398,100.0,12297935573.935614,99.76274480609186,100.23724017577072,97.8647633273764,99.288249436413,145485127.47103906
601166.0,2025-03-07,102.02409133410346,103.27710441878608,101.68674342515833,102.93975650984096,334001120.723974,100.68376045064866,101.19658456037403,100.17094449198598,100.34188042785264,993246118.831957,99.6420051221462,99.76132821028118,98.80667522303344,98.92600969152971,442310730.0283578,102.57271444335048,103.97092482489288,102.1812172433184,102.62864413871203,295456364.2529863,99.52729480886312,100.57770875400404,98.84451622781546,99.31720600928374,193351360.00652444,101.07296040465188,102.03862726083597,100.6437762721875,100.85836322214124,345243792.5080087,101.77665161161204,101.77665161161204,100.50761128680506,100.76141814151993,249168025.3397352,99.09399110007584,99.77349750550418,98.41448469464753,99.09399110007584,250208310.16127375,100.0000039328292,100.39139299722288,99.60861486843548,99.80430473490664,7376472779.804211,99.05101261153568,99.8813767238804,98.45789054006262,98.93238593466856,133843094.31731611
601166.0,2025-03-10,102.6505957054193,102.8433711962512,100.9638561208466,101.20481629234516,314602247.4528941,99.99999529065629,100.17093936884288,99.31623528003446,99.48717935822104,1257569794.880528,98.92601581975994,99.0453502956487,97.85202829748492,97.9713627733737,472416507.4578803,102.51678313332388,102.79642093822852,100.44742710753458,101.00671338484236,266209507.38716525,99.15964351752828,101.8907379196905,99.15964351752828,101.57561472485204,241201116.00595355,100.75107909844088,101.07296465318016,99.89271079743122,100.64378050267536,391291884.2015346,100.7614192984822,100.88831970168036,99.8730922711639,100.38070598642211,162499853.97140878,99.4337426246082,100.2265019273472,97.6217398761561,98.07474056326912,306514368.94720906,99.80430178014612,100.00000097227486,98.63013462172688,99.0215236745333,9564393711.899122,98.57651292018208,99.5255036680294,96.91577345501824,98.81375495071286,164773182.8529135
601166.0,2025-03-11,100.91565653839172,102.6505898975109,100.91565653839172,102.6505898975109,290981192.35920763,99.31623955213048,99.65811957214736,98.80342359763642,99.65811957214736,1342033118.5129936,97.49403324117796,97.97135974963916,97.25536429676656,97.85202527743346,408464442.9441927,100.16778234560056,101.34228451312318,99.94407425071388,101.34228451312318,212229228.32856095,100.73527642643435,102.73106995576538,100.36763104084064,101.10292181202809,233754746.7360795,100.21459779361406,101.7167372257084,100.21459779361406,101.7167372257084,480489858.15149647,99.61928584337277,101.1421269957182,99.2385785809028,100.88832013699395,185187957.52817464,96.71574263614691,97.62174404910095,95.58323546976,96.94224838957982,368928062.1797407,98.8258313834512,99.60860946981332,98.63013219613524,99.60860946981332,8800954120.994316,98.33925950611322,98.4578861777244,96.20402466856032,97.1530154157256,162437144.98561597
601166.0,2025-03-12,102.55421747037784,103.4698734785477,101.92770631527064,102.26505423323236,209825082.43272948,99.48718363767024,99.99999959216429,98.97435953211355,99.65811957214736,1022372353.9251872,97.97135964781506,99.04534713582689,97.61336761193166,98.32935168369846,425361040.3836058,101.28635574239482,102.29306884727194,100.55928042554008,100.95077759577056,248508480.71158257,100.84033447157805,101.5756253422542,99.84243256309836,99.89495477065904,161524065.6630805,101.3948430489521,101.60944022533155,100.32188786472452,100.42917622035768,384104220.3380171,101.14212639147016,102.91877439192572,100.76141913127468,101.7766526113392,317299761.8323187,98.5277437714751,98.6409966462483,97.3952474249088,97.3952474249088,232375127.2179745,99.21722715027173,99.41291701939812,98.43444901086318,98.82583808056744,8389468598.372621,97.27164413720332,97.50889748542544,96.44128004415042,97.03440210184348,113137195.20528445
601166.0,2025-03-13,102.40962762194007,103.6626406394181,102.26504601498624,102.89155711974558,307784564.63841444,99.6581199785888,100.34188002141124,99.48718404341452,100.0,983842028.7952071,98.2100200821322,98.80668107961836,97.8520280357853,98.2100200821322,377342793.447861,100.61522089617527,101.3982153205233,100.11186428980903,100.44743180488688,230267797.963462,100.10502933919688,107.45796778697914,99.94747274078144,105.88234169730664,672770211.6991416,100.32189357294206,101.50214741251465,100.21459497864716,101.2875502239248,452351568.4559197,101.39593385444245,102.41116128933938,100.25380601579975,100.88832013699395,212819711.50816408,97.28198819956305,97.50848313393526,95.46998552303369,96.14948112653823,242778815.58911857,98.82583528251128,99.80430326334285,98.63013608747424,99.41291420471995,7778783433.807322,96.9157711178878,97.03439778672352,96.32264908657088,96.9157711178878,96912257.40255338
601166.0,2025-03-14,103.13251221977976,105.44576266546257,102.89155207870286,104.86745465006192,514861812.1402611,99.99999696649968,101.3675170106608,99.99999696649968,100.8547010696316,1802379712.03398,98.09069961557068,99.88067127563508,97.97136513680312,99.7613367968675,736310096.4965137,100.39150966174392,103.18793042482872,100.27965027102084,102.62864413871203,539136186.5366448,105.93486553755504,106.72267859454972,105.19957468670478,106.09243215598858,346953790.231006,101.1802632489457,102.25321850892912,100.32189494793606,100.64378050267536,546337757.194397,101.14212911350538,104.06091107556612,101.01522870710257,103.42639088985304,591406790.291911,96.14948656981484,97.62174152794016,95.80973874882856,97.62174152794016,345779095.8837959,99.60860946981332,100.19568836885948,99.41291028249736,99.60860946981332,10498603079.941849,96.79714542258172,99.28824892887737,96.79714542258172,98.10201616717492,311077982.7020346
