Ticker,Date,TOGGL_Open,TOGGL_High,TOGGL_Low,TOGGL_Close,TOGGL_Volume,KBXSD_Open,KBXSD_High,KBXSD_Low,KBXSD_Close,KBXSD_Volume,NZMIT_Open,NZMIT_High,NZMIT_Low,NZMIT_Close,NZMIT_Volume,QAIDH_Open,QAIDH_High,QAIDH_Low,QAIDH_Close,QAIDH_Volume,TKXNW_Open,TKXNW_High,TKXNW_Low,TKXNW_Close,TKXNW_Volume,RAXKD_Open,RAXKD_High,RAXKD_Low,RAXKD_Close,RAXKD_Volume,WAHOP_Open,WAHOP_High,WAHOP_Low,WAHOP_Close,WAHOP_Volume,EHPDB_Open,EHPDB_High,EHPDB_Low,EHPDB_Close,EHPDB_Volume,WPRXQ_Open,WPRXQ_High,WPRXQ_Low,WPRXQ_Close,WPRXQ_Volume,BDJJP_Open,BDJJP_High,BDJJP_Low,BDJJP_Close,BDJJP_Volume
2601.0,2025-03-03,97.09271095663529,101.37136591485252,96.9829991724011,100.0,210678667.28751177,100.9864402796667,102.68803988433048,99.58076899594626,100.0,70198213.40461126,100.04701564958444,101.55148056701432,99.62388377064256,100.0,116279509.8978344,96.11211312060074,101.71789849163392,96.11211312060074,100.0,432808524.8547525,98.96373800820156,101.09081414194792,98.47287268460244,100.0,121523034.30488296,99.90439551773072,100.95602658800216,99.42638222372965,100.0,216405054.00313,107.2044701622536,107.2044701622536,98.21736962434149,100.0,33316930.766087003,100.69827294201484,103.0448196561346,99.05813281291232,100.0,5129126.506927726,104.038559650662,104.22094551016204,99.14017242868488,100.0,39600774.20829658,99.72527499519067,101.09890001923723,99.17581843561128,100.0,3648543727.695224
2601.0,2025-03-04,99.34175021997808,100.1645676763513,97.86067252089138,100.0,132252011.60796356,99.65474872433415,102.44143451810966,99.63009195066876,101.55364014788798,57241544.85010685,99.71790613598615,101.78654988180612,99.48283685530312,101.1753643716393,108674172.29877567,97.46834408751262,97.60397105046523,93.53525701194636,94.48461988441662,331131595.68829167,100.02728162103986,101.74531034889208,98.93646741861228,101.09081974688044,102834270.82135265,99.80879022294434,101.33843457476448,99.52198589581656,100.57361695752702,157627277.66275054,98.57883275311411,103.14631974074167,95.93363623881524,102.53019765663774,26196569.716887105,99.05813377896337,100.94998323048668,98.36797588911584,99.99187972155784,3032201.0513221035,98.98384867888002,101.87597160598594,98.5148536227474,101.51119988216811,21750181.35861213,99.72527987386928,100.00000489211848,98.90109826916064,99.450548305659,2773254472.528484
2601.0,2025-03-05,99.72572142245846,100.10970216770136,98.46406741303456,98.68348049773452,81216287.81669627,101.18372269116504,102.34278860866463,100.27127154727792,101.7755887404434,47198743.181498975,101.5044584659436,102.16265958365518,99.20074558663524,99.90596235094308,123933268.77610078,94.03254310462688,94.5298333697144,92.85714386071052,94.03254310462688,149033894.28156728,101.1726268947312,101.33625214548096,99.59095774858432,99.75458299933408,80687441.29832292,100.95602606821868,100.95602606821868,99.71319515715274,100.19119933134756,132676559.89088412,104.0417388231354,105.64364485756268,101.27332437120246,102.89986909707724,17057871.08952514,99.9918795506682,101.08801339675291,98.57096369970982,99.78889157195988,2863671.056763004,101.51119981160122,104.16883514807738,100.83376803059392,102.65763658769916,18985442.84548351,99.45054675492862,101.3736284026474,99.17582174096324,101.09890338868202,3708148529.477367
2601.0,2025-03-06,98.79320089177747,99.23203756215932,97.7509598761112,98.08008476322472,108952542.08277212,102.46609129177504,103.2059167978292,101.72626578572088,102.36744538233005,61382652.20299007,99.482831400464,100.9872962359064,98.63656768869824,100.4701420532967,116378624.0957364,94.25857751651712,95.47919423651636,93.85170527651742,94.39419584802894,179184440.88333094,100.08182938800698,100.76358570481524,99.26372388839224,100.49087693642645,89354600.42067806,100.86042750691394,102.5812626931871,100.38241418731472,102.29445834836584,281209113.5377755,104.3210441095657,110.53972233633338,102.93272237442554,108.85567114065675,27715098.34701388,100.61707861356632,103.1990859200934,100.18674509492872,101.33160025480744,5309723.417748068,102.7879099185643,104.429392600077,101.87597067804217,102.47524986375176,24604005.53448236,101.09890171316576,101.37362672257812,100.00000167551627,100.54945169434102,3169908577.43937
2601.0,2025-03-07,98.08008645758136,102.90730037786466,97.80581745736396,101.91991523677528,302581106.0200543,101.8002455141088,105.42540272338346,100.51787691349875,102.17016297083173,92893545.52089152,100.37610927928912,103.90220204811204,99.76491484432862,102.86787576350736,109214832.18376872,93.44484284160292,94.12296043851272,91.32007207189004,92.26943498301718,188861897.03826344,100.2181701462558,101.60894833841144,99.86365397853967,100.6272280630648,106300066.35395604,101.72084353527404,101.91204338119633,100.1911991811698,100.38240814443728,192925363.20972145,107.61522780320752,110.90118510133333,106.7937344048184,107.77130543811496,15369389.958270043,100.67391843228314,101.70510085616591,98.67651742058382,99.46411178670014,5021281.2167048985,101.90203327251214,104.19489690645416,100.96404315229567,101.69358660611556,21071002.131368157,100.54945000961864,101.09890001923723,99.72527499519067,100.0,3263856379.032191
2601.0,2025-03-10,103.34612794194736,103.56554103023336,101.53592549715204,102.96214719042878,178372796.2360617,102.58939397488544,105.64735131593888,102.49075747283216,103.45253157144175,62437757.03171956,102.96190828225112,104.9835362618876,101.97460659953629,103.714140697839,106998830.91197395,91.86256139523464,92.85714190445654,91.32007077450716,92.31464266099614,127979080.14326528,102.26344262598124,102.5088753043946,100.79084655550103,101.7453115950087,136621525.62095955,100.38241076580638,100.38241076580638,98.2791577016661,98.94837997323305,203260830.01904407,108.02596735429331,108.71602178930227,105.97223799062414,107.96024788429244,12409610.615812233,99.63461581553106,101.56705908629566,99.155567173229,101.03929531283104,4128081.204088682,101.25065236918822,103.12663260999612,100.000002188411,101.40697742973282,21567548.480110638,100.27473091645562,100.54945593746125,99.45054930347771,99.72528087444444,2369928923.422456
2601.0,2025-03-11,102.19417132992167,104.77234564218672,101.8101905930372,104.33350901964866,152729769.61945477,101.87423464988838,102.51541424649756,100.76449168711127,102.17016297083173,57368962.85497029,102.96191029356562,103.94922096288497,102.49176278280969,103.94922096288497,102285590.68148702,91.32007337054492,92.49547262311285,90.59674677385703,92.22422730503824,100435813.64721537,100.65448848761638,103.98146218937192,100.5181393233816,103.89964436861152,196225596.9052384,98.0879565232689,99.7131962621076,97.89674755759596,99.7131962621076,153555069.41896358,106.20225776223138,109.2499921194141,102.6862823587648,103.9103054693492,19381766.845649406,99.75641152530284,101.6239033843357,97.96199855895112,99.2367628017757,4800905.069605835,99.40073806301812,102.08442442661278,98.48879875919684,99.73944900454052,29340327.751562104,99.45054930347771,100.27473091645562,99.17582428247212,99.72528087444444,2862509661.260207
2601.0,2025-03-12,104.44323073945492,104.49807616764228,101.97476796336927,102.41360462770768,134937502.33055487,102.07151706138671,103.79778284710758,100.9124511438871,102.66338311066508,62929051.73886699,103.94921942530874,104.18428869355073,101.78654449474796,102.82087079657528,99378400.71453464,92.26942838392284,93.67087246700312,91.81734714407138,92.49546469248232,140033524.41790122,103.92693262586556,104.11782355872614,103.02700931142935,103.5451507601444,107068662.72448078,99.61759052605775,101.24283024445056,99.13957723523424,100.38240814443728,196058667.77463984,103.52420228450605,107.02375191923726,102.32482600385566,104.38676831075075,13970005.699441535,100.84442258335864,103.84864830280893,100.0162343785726,100.73074981397036,5778737.87306017,99.97394654674773,100.52111410475436,96.795214233731,99.73944900454052,41476147.765929535,99.72527987386928,100.00000489211848,99.1758232874098,99.450548305659,3050776559.6256385
2601.0,2025-03-13,102.30388826870832,103.0170043555344,100.7131093551649,101.64563853299757,106105528.68575792,102.836008748498,102.836008748498,99.9753432263346,100.96177409860958,57863167.549842,102.82086933870612,102.82086933870612,99.3417832402931,99.62387711896508,189641157.7784536,92.6310967810938,93.89692259823178,89.73779048218746,90.23507211310393,170911054.96981075,103.49060906393328,104.19963104311984,103.24517637829643,103.7087656718462,94540288.3620562,100.28679602744334,101.05161358759328,98.7571609071434,99.33077863592813,149659546.27368006,102.70270539201096,108.3627763480232,100.94472181138988,105.15075154737632,21081065.49908949,100.28417944639824,100.68203413710108,97.19063853995011,97.51542053417134,4356111.566631211,99.7394469473861,99.7394469473861,96.66492809709736,97.47264404565944,39992669.27088244,99.45054427585823,100.54945085428766,99.45054427585823,100.2747258471705,4107327469.803312
2601.0,2025-03-14,101.91990980104028,103.1815638750588,101.42621725682592,102.02962158035264,120241349.74425712,100.1233026831104,102.34278860866463,99.8766973168896,102.07151706138671,58103932.042658,99.8589530512466,101.08133303848793,99.24776754128509,100.0,105070988.80431856,89.51174783081287,91.50090027362052,88.42675794093593,91.04881899715517,147929269.1570183,104.14509325483058,105.45406416046237,103.76331137436836,104.99047484926562,137733590.61370134,99.33078353615052,102.48565840674262,99.33078353615052,102.00764512873124,360102067.28521127,105.52863437699192,113.99820041789484,105.51220858354613,113.98998752117195,24378102.86500737,97.53166330901168,101.67261671128428,97.0038933412894,100.68203441380273,5193628.867307689,97.2381451212592,101.0161565297694,96.925485055653,99.58312046151636,31852650.60430945,100.2747283467858,101.09890338868202,100.00000333282044,101.09890338868202,4044475061.57162
