Ticker,Date,SSKBD_Open,SSKBD_High,SSKBD_Low,SSKBD_Close,SSKBD_Volume,KOEXK_Open,KOEXK_High,KOEXK_Low,KOEXK_Close,KOEXK_Volume,TJXUA_Open,TJXUA_High,TJXUA_Low,TJXUA_Close,TJXUA_Volume,HUTWX_Open,HUTWX_High,HUTWX_Low,HUTWX_Close,HUTWX_Volume,ZPOZZ_Open,ZPOZZ_High,ZPOZZ_Low,ZPOZZ_Close,ZPOZZ_Volume,HLQUO_Open,HLQUO_High,HLQUO_Low,HLQUO_Close,HLQUO_Volume,OACVR_Open,OACVR_High,OACVR_Low,OACVR_Close,OACVR_Volume,KBPSZ_Open,KBPSZ_High,KBPSZ_Low,KBPSZ_Close,KBPSZ_Volume,XSTIR_Open,XSTIR_High,XSTIR_Low,XSTIR_Close,XSTIR_Volume,OPRBO_Open,OPRBO_High,OPRBO_Low,OPRBO_Close,OPRBO_Volume
725.0,2025-03-03,99.53917096259572,101.15206709999516,99.0783419251915,100.0,9573108965.4698,99.220678288559,100.5742465209858,98.89254077231664,100.0,58145190.43672283,99.86987960807896,100.9759308609073,99.41444272441112,100.0,225866765.82878315,98.57482322480097,101.54394433804018,98.27790431769814,100.0,450213285.70682335,95.71343851936888,101.58542888742669,95.71343851936888,100.0,367230563.7970948,100.56558049058104,103.63803874874196,99.6255042432823,100.0,16876338.855571814,99.37304631289769,101.25391733945388,99.26855070996426,100.0,403818884.2585387,98.53211149163202,100.91743119266054,98.2752318775982,100.0,61410661.64192191,102.02054841497376,102.39725629212744,97.60273717585687,100.0,336995728.28967875,98.18387294590632,100.68103817349186,97.98523590989564,100.0,24251258.62998168
725.0,2025-03-04,99.99999309818354,101.38248011497954,99.53916409258484,100.69123111306646,8457317867.337124,100.24610485560667,102.70714003727127,99.8769491871862,102.05085720853424,115613419.2380302,99.86987773417964,100.65061868538952,99.47950415618594,100.32530840452438,131706199.30417436,99.0498821498673,99.22802216783082,97.56532159324772,98.81234702418504,329470240.4825909,99.82383491928256,101.7615912667772,98.7668748752068,101.17438999785372,192148967.8517804,99.4038560141987,99.63314603972955,98.37206839257252,99.16692726394768,11981900.118114991,99.89550748652172,101.0449291439276,98.5370946376338,100.94043354818656,420904310.7786109,100.00000205553026,100.91743326704888,98.34862307501886,99.3027523749316,61604124.27597424,98.18493133134876,101.47259941423248,98.18493133134876,100.65068239351156,313301557.2876303,99.602710308209,100.39726923890832,99.06355421140732,99.12030919395056,15040947.097989088
725.0,2025-03-05,100.46082729045094,101.38248534923233,99.7695782528495,100.92165631984162,7127257561.075732,101.92780962429684,102.87120395809416,101.31255279022967,101.72271879733104,70987644.4597202,100.26024510739585,100.71567577774056,99.41444085905738,100.32530840452438,160756564.67640445,98.81234702418504,98.8717308056056,97.50593781182717,98.04038051831408,220029469.50274152,101.64415285901758,106.2830307500663,100.64591402169908,105.57838695904547,371461782.7200643,99.16692841100216,99.35800149079212,97.538987870383,98.2956356336468,15994742.297671689,101.88088021150772,101.88088021150772,99.37304555180732,100.10449483624102,357863490.3848469,99.33945417169664,100.44037586628352,98.45872101569408,98.56881528498624,38794556.21805144,101.02739566701432,102.19177973285642,99.0753419484013,101.02739566701432,340310223.3196859,99.12031746470282,99.3473265889117,97.27581826531085,97.5312102956127,18163349.62195092
725.0,2025-03-06,101.38248777207096,102.99538391996808,100.92165873166736,102.53455487956448,10358060558.72508,101.92781403158506,102.33798787983714,101.1484845022476,101.88679586441832,81958318.76783475,101.17111396348812,102.53741219699964,100.5855566913007,102.27716520989163,327321191.99959326,98.33728809911872,99.40617351209252,97.80284539263178,99.40617351209252,260243239.922211,106.75278321569095,109.39517207552612,105.34350691712572,106.16558195797236,281985105.45114946,98.84592888303068,100.7337318795972,98.3262040319614,100.64200886930529,18922314.28072488,99.79101114070566,101.25390960909031,99.47753432108728,101.04492838442754,436336843.1108077,98.89909072201344,98.9357818121948,97.10091932755218,97.72477285230846,36458204.824461415,103.08218833773977,106.67807597021276,102.08903456319996,105.205472253214,445203527.7333008,98.09874820394325,98.29738524465868,96.96367012136336,97.78660118998842,21366080.15850293
725.0,2025-03-07,102.30414166120543,102.5345506784513,101.61289263540688,101.84331263968323,6728648130.762683,101.31255428917903,105.74241451278488,101.06644529317886,103.3223974826894,182118342.32059425,102.01691310983225,102.01691310983225,100.71567203473104,100.97592521357312,168185636.618132,99.16864971270844,100.5344427064869,98.81234702418504,99.46555729351309,245386001.33949333,106.34174016501832,110.68701132627056,106.28301892230697,108.925407644726,313764225.0942504,100.27515010186126,103.02660712011144,100.0535104603072,103.02660712011144,27283318.156270105,100.83593799607507,103.8662405171367,100.1044887560684,102.29884644133703,639419360.8133278,97.4678944875954,98.05504993033524,96.69725559379124,96.84404095475372,28027902.498334564,104.1780773028393,104.62327988619504,101.23286987874356,102.15752893496185,327381412.26488674,97.6730874642974,97.75822535340949,96.05560829495164,96.45289318602627,20132715.115648597
725.0,2025-03-10,101.843313505201,102.53455154984356,100.92165545432388,101.38248447976244,6741478672.569576,103.6915580172616,105.25020928130036,103.3634204972842,104.019695537239,101526575.659048,100.84580237199762,101.04098605860574,99.86987773417964,100.32530840452438,175247828.9197851,99.34678973067196,99.70309241919536,97.74346161121125,98.09976429973464,282618227.8429858,109.1015718201763,113.15324798441554,107.33997933134108,108.45564934763516,271562183.54089177,102.79730704253244,102.79730704253244,100.6267198637532,101.4139399438187,16555261.38693821,104.28421996780332,104.38871557063658,101.88088089413311,102.71682578630094,506440113.3737708,97.2477112576166,99.0825737341754,97.21101316815202,98.165142495896,36078892.53474692,101.02739474519188,102.05478936708244,99.1438357610539,100.54794479257836,248410865.6947428,96.7650239955416,97.64470996819408,95.9704759072786,97.07717098018944,18451914.722576197
725.0,2025-03-11,100.69123544808927,101.38248447976244,100.46082642888528,101.38248447976244,6327135663.483819,103.24036231737614,106.64479189969911,102.95324297554647,106.6037737332356,151493507.01271248,99.674687842794,100.32530840452438,99.28432046957782,100.32530840452438,175055721.3876738,96.91211132391967,98.1591480811552,96.6745875245356,98.1591480811552,232607735.42202356,107.16381785769806,107.16381785769806,104.52141786890527,106.10685786218096,196208835.9049991,100.51206905376084,103.33995969315671,100.4738637712075,103.33230930690672,25755997.324089795,101.56740325678008,104.70220156052466,100.73145837114804,104.1797335156924,663113913.1182724,97.72477036978484,99.19266591976556,97.24770921565242,98.8623901209644,36903569.87171989,98.63013053166311,100.23972369055242,98.25342265934027,99.8287619283636,204824629.7714421,96.48126422379194,99.71622252754582,96.08399016191429,98.60952740519907,29263643.70459897
725.0,2025-03-12,101.382486226679,101.84331526005812,100.4608281599208,100.4608281599208,6838972402.619964,106.84987611076568,107.62920563551104,105.04512370655536,105.25020671776528,115702530.01563963,100.39037263671764,101.56148097205178,99.9349357573533,100.39037263671764,230895456.6982386,98.21853186257576,98.45605566195982,97.387170248986,97.86222917405236,186662967.42977977,105.69583079614266,109.16030614601094,105.69583079614266,107.0463859461094,206561566.90879396,103.40874734428355,104.10425611482988,101.36043797890504,101.62794494055352,23107043.82501353,103.97073378006492,103.97073378006492,102.5078353328755,102.61232096106885,398022201.5403225,98.86239346838882,99.19266927837296,97.02753096823024,97.28441059834124,41645479.08789916,100.61643195257032,103.9726011827335,99.86300967299093,101.47259630609868,316115857.2904152,98.60952885777792,100.82291913507596,97.95686277152096,98.5527738731156,23658039.05452508
725.0,2025-03-13,100.46082467024785,100.69123368541835,99.07833761813352,99.30874663330404,7866588195.244622,105.12715348973104,105.783436345062,103.65053857962889,104.63495112750212,90210228.19710504,100.39037264721868,101.10605030804096,99.60963168865509,99.93493576780672,156338486.03276122,97.50593781182717,99.64370863777478,97.26840268614488,99.22802216783082,332193298.65269154,107.33998788403242,109.68878178960512,106.75278660765608,108.39693674159054,193824730.5640593,101.62795426422817,102.65975359704753,101.07766284168125,101.18466330372226,13472072.24698024,102.50783836064944,103.23928760584894,100.31348065980224,100.8359387119456,393366181.9328119,97.50458801511782,97.83486381113484,96.29357909620366,96.7706472457592,32989189.469406787,100.89040417651964,101.13013568214431,96.84931391908056,97.56848883990776,290264652.5621922,98.60952951237218,99.20544061792262,97.78659846666548,98.95004859770007,18244135.674383357
725.0,2025-03-14,99.53916837800811,101.38248447976244,99.53916837800811,101.38248447976244,8974362520.709206,104.59393301809656,105.61936373396024,103.48646596734406,105.3732625527093,98444212.4287887,100.1951801894182,103.7735808114926,99.99999650596756,102.99283987291264,489481277.2912052,99.40617351209252,101.54394433804018,99.34678973067196,101.18765297581496,469788238.0235157,109.68877104942172,110.74573100342032,106.57661242930712,107.45740865766209,206881112.63692904,101.65087788553004,108.51421960818158,101.65087788553004,107.6123602744097,61415682.18675732,100.52246724105149,101.77638457042173,100.20899040002116,101.46290772939145,379176939.0832764,97.06422782598848,97.6880813481007,96.51376348337276,97.3211074528385,38264348.11035215,97.6369840028578,101.36986111990264,97.26026959573828,101.16438350329912,277351373.08190984,98.95003767175336,101.4755746901392,98.95003767175336,100.65265456020492,39364921.002423085
