Ticker,Date,GPISN_Open,GPISN_High,GPISN_Low,GPISN_Close,GPISN_Volume,WCZVP_Open,WCZVP_High,WCZVP_Low,WCZVP_Close,WCZVP_Volume,STTRF_Open,STTRF_High,STTRF_Low,STTRF_Close,STTRF_Volume,RSXMD_Open,RSXMD_High,RSXMD_Low,RSXMD_Close,RSXMD_Volume,JFHKW_Open,JFHKW_High,JFHKW_Low,JFHKW_Close,JFHKW_Volume,FPDHI_Open,FPDHI_High,FPDHI_Low,FPDHI_Close,FPDHI_Volume,PBBPR_Open,PBBPR_High,PBBPR_Low,PBBPR_Close,PBBPR_Volume,BLMHP_Open,BLMHP_High,BLMHP_Low,BLMHP_Close,BLMHP_Volume,JWAGT_Open,JWAGT_High,JWAGT_Low,JWAGT_Close,JWAGT_Volume,EMSOC_Open,EMSOC_High,EMSOC_Low,EMSOC_Close,EMSOC_Volume
688169.0,2025-03-03,102.2320678257722,103.72295212927378,99.22473834225204,100.0,3515153.283711026,98.52847379891134,103.00703746164557,98.52847379891134,100.0,18031408.37543309,101.02338732840136,103.36257330325448,99.41520524911256,100.0,1270587354.6964557,103.8856093022625,106.11337883178184,98.92218222411309,100.0,1615761.7385917837,100.19289990249727,101.84732221766512,98.73878104242246,100.0,2428151.552647439,97.71167052050016,103.70709131259017,97.66590288339604,100.0,52116021.97342405,97.69662413926883,101.05831531596644,96.49305110008385,100.0,23680145.732114203,101.19266164211524,104.22018398390549,99.17431924712572,100.0,587281954.0689108,106.9767441860465,110.92558395030888,99.28372405296147,100.0,1020248.8372093022,101.03124777475992,102.1874984105428,99.14583365122476,100.0,51957022.91666667
688169.0,2025-03-04,99.7018161564136,100.8860062573165,99.28437040059724,100.36632610222824,2199358.86171503,99.59480056637628,101.23694276710724,98.95500691119456,99.29623073631932,12844026.785547102,99.41520524911256,99.56140045118276,97.22222144763296,97.66081402514688,1215053744.8241978,99.55704224800157,101.7169929809615,94.9399040567899,98.91641397171126,1358625.088445803,99.99257305566874,102.45566904853868,99.04294868551575,101.26863292563972,2738812.221648318,99.35926180982678,100.640729460889,97.75743815760424,98.90160289735417,33087193.930354103,99.60573009108782,103.09193127755208,98.98319586120896,101.7015971787355,20364631.272990715,99.99999830926043,100.45871566374996,97.98165594839588,98.62385499509767,371080053.4292603,100.6511599518532,103.25116534565772,99.53488372093024,100.79069625499638,504943.2558139535,98.95833333333334,103.19791634877522,98.5520839691162,101.33333206176758,46322304.16666667
688169.0,2025-03-05,100.09797542707592,100.74118317014636,99.30141152507548,100.01703416832775,2008362.0735980363,98.82704768964972,99.42418736646242,97.52612927766388,98.67776277044658,10561873.487638526,98.39181094940784,98.97660570029532,95.90642977248454,96.78362189881572,898599570.5971619,99.26847111105084,103.69515129509594,99.26847111105084,102.64475693597126,1151665.0433072464,101.27606082939312,101.27606082939312,99.18392326108813,99.62905337414048,2215638.010510759,98.94737053445829,100.59496182378491,95.4691086781044,96.06407050188932,37860067.988902986,102.26187306200627,102.71840182544614,100.47726925868872,101.09981136008908,13658075.990775844,99.0825677161,99.1743129325687,95.04586568453108,96.4220176836454,362379683.982713,99.57209387490916,103.6046511627907,99.5674452670785,101.37209160383358,419800.9302325581,101.35416984558104,102.29166348775227,100.16667048136394,101.63541634877522,36559676.04166667
688169.0,2025-03-06,100.91156476648028,104.77934668383988,99.36956781467718,104.77934668383988,3817922.492997191,99.16825973452464,99.61611443889018,97.88867254050405,98.72040503015914,15136661.357136266,97.22222144763296,100.73098995295764,95.76023457041435,99.70760262455627,1432186313.0797825,105.32846498701616,112.21954514643832,105.32846498701616,111.82131556840756,1474587.6884005903,100.15579875153252,100.54158722014392,97.01758689370114,100.24482250566736,4395825.396783648,96.56750578075024,97.84896470252824,94.3707115754586,96.93363814829884,48102246.29979172,101.99211560015058,103.52769943173416,100.89229700082528,102.92591294175732,22535952.394959275,97.06422339437177,98.1651398200049,95.13761746218717,97.5229407590454,331893948.32715344,102.32558139534883,102.93023397756178,98.23721242505452,101.27906976744184,676130.2325581395,102.9687484105428,104.47916984558104,102.46875286102298,102.7708371480306,59121591.66666666
688169.0,2025-03-07,104.36189899858452,104.60043684215566,102.87527335656468,103.4503339181853,2147383.7775619384,98.6137856111162,98.6137856111162,96.52378047636662,97.2488821402505,16045730.416892476,98.97660570029532,99.56140045118276,97.22222144763296,97.51461882307667,1001629363.620393,110.37990414837742,111.53274443145682,107.78131965109732,108.21417635652344,834562.0123327879,99.91838775183192,100.1557995252472,97.06951439334703,97.72238544982268,3037649.0814082734,96.56750578075024,98.12357052515289,94.2791763012504,96.29290868740983,41810562.19910921,102.0958717360392,102.71840594646376,100.14525451650316,100.89229873539338,16194591.912915276,97.33944689134093,97.70641902031716,95.6880766856005,96.23853050441204,260355367.24554965,101.39534883720933,101.39534883720933,97.00000141942223,98.13953488372093,848533.0232558139,101.66666507720949,102.65625317891438,100.54166316986084,100.91666380564372,41040260.41666667
688169.0,2025-03-10,103.45884530840972,104.81767559315377,101.82738996117958,104.71118256557446,2264605.4557458805,97.2488721116782,97.80336586915914,96.7157094177865,97.37683408696238,8338761.472672209,97.51461882307667,99.26900307573902,97.36841664970316,98.53800615147806,806154411.8407308,108.21417635652344,113.98415483081452,106.07297464549244,112.398457842309,1095846.4397157298,101.63957907064362,102.29245006238943,98.47911156321254,100.7493076494364,3984639.316805197,95.88100868275713,98.21509707007688,95.83524104565302,97.94049997673648,37251157.24438495,100.1867610607028,100.76779986952933,99.08695032320438,100.0,11811233.656233838,96.3302769719559,100.6422061052681,96.14678653043777,98.62385499509767,362199119.8957098,95.9906999454942,101.28371837527254,95.9906999454942,99.0930246752362,588923.2558139536,100.40624936421712,101.34375095367432,98.96875222524008,99.6458371480306,40054030.20833333
688169.0,2025-03-11,103.45032995759088,104.6685891044078,101.2523403987607,103.17770489007792,2070214.6480491075,96.4171473379846,97.37684189098538,95.77735368112332,96.8010251591849,9921101.722837895,97.51461882307667,99.56140045118276,96.49122452337198,99.56140045118276,803842292.0092691,108.93704846362378,115.26829991284217,107.63703408262198,114.27417023248876,960566.4549967552,98.87232593472928,100.40062745426424,98.167528119074,98.4197696412384,2795425.933885339,96.70479996277834,98.85583526025007,95.92676759057704,98.76429998604186,38556035.94013911,98.94168983343822,101.05831249023514,98.7756764881434,100.06225616632224,12151061.758925823,97.79816667327582,99.54129089126434,96.2385328989938,99.54129089126434,272905428.6495987,99.0930246752362,100.97674702489095,96.91627679869184,99.62790555732197,407368.37209302327,97.91666666666666,100.3333330154419,97.70833651224773,100.12500286102298,31902398.95833333
688169.0,2025-03-12,103.0839959742859,103.79961857117284,101.17139828721795,101.31196944900869,2393674.126845639,96.9289827055346,98.4431628556901,96.03326511861702,97.3341834380584,11094309.435390644,99.56140045118276,100.1461952020702,98.09941357396411,98.24560877603432,639631506.1988271,114.25685666879107,118.0169382309994,111.6770299999322,111.6770299999322,916430.7981702576,98.67200454032609,98.85006336071096,96.4389053550263,96.55018504250694,2595931.6583899013,98.76429998604186,99.17619999069458,96.56750578075024,96.61327341785432,32106965.114515554,100.29051811979784,100.51877459010072,99.1906995238392,99.29445390414992,10937630.204969568,99.63302557306004,100.09174292477574,97.98165535591151,98.16513704701435,229385442.5164845,99.72092739371368,101.20930516442586,97.34883862872456,97.91628105695855,372952.0930232558,100.52083333333331,101.09375317891438,99.69791571299234,99.89583492279051,29832302.08333333
688169.0,2025-03-13,100.95416515398364,103.29697544247256,100.80507673019063,102.6154309621716,2469770.671827782,97.35551551448916,99.10428857786088,96.26785901445464,98.69907970570718,13647623.35564299,98.09941357396411,98.68420832485158,96.78362189881572,97.95321140059062,732564398.8625064,112.58602732002852,113.6955836938638,106.6212668508926,107.058447543997,902446.3523024882,96.30535457244063,97.17337006145198,95.3705712736012,96.43147532003216,2724598.2405883637,96.65904105495844,96.93363814829884,94.3707115754586,94.7368439430072,32235743.144303888,99.39822297543148,99.58498403910116,97.13634250029932,97.73812111349964,12834873.338255571,98.25688385603584,98.71560121516904,95.96330580967584,96.60550486287876,223832844.26830176,97.35814294149708,99.06976744186046,97.0837189430414,97.3534872365552,292820.4651162791,99.36458269755045,100.08333524068196,95.93749841054282,96.8541701634725,46042787.5
688169.0,2025-03-14,102.61117569692163,105.42682132412682,101.95518297087187,105.29902604260866,2655540.0342750885,101.62082088221769,105.09703606844668,100.04265560179952,103.58285584852476,36986428.962710045,98.09941357396411,100.58479475088744,97.66081402514688,100.1461952020702,1033964728.3961264,107.63703408262198,112.25272800911014,107.63703408262198,109.36846090432635,983051.6294168192,96.4463209651044,97.9004397083305,95.71184106086656,97.0769360534272,2615602.096347264,95.01144103634762,97.02517342250704,93.95881157080588,96.97940578540296,35646580.61335966,97.65512421936778,99.0662060794044,97.2816020848903,98.6926839449269,11067226.3196646,96.6972485209687,98.44036395832148,95.96330425794586,98.16513704701435,248499820.8870957,97.01395434002544,100.25581537291062,97.01395434002544,98.6139554755632,379833.488372093,96.8541701634725,99.59375063578288,96.35416666666666,98.76041412353516,41810022.91666667
