Ticker,Date,CRMJH_Open,CRMJH_High,CRMJH_Low,CRMJH_Close,CRMJH_Volume,IMXLC_Open,IMXLC_High,IMXLC_Low,IMXLC_Close,IMXLC_Volume,LYEOU_Open,LYEOU_High,LYEOU_Low,LYEOU_Close,LYEOU_Volume,NMTUS_Open,NMTUS_High,NMTUS_Low,NMTUS_Close,NMTUS_Volume,SSKPN_Open,SSKPN_High,SSKPN_Low,SSKPN_Close,SSKPN_Volume,UNPPZ_Open,UNPPZ_High,UNPPZ_Low,UNPPZ_Close,UNPPZ_Volume,ZRJOM_Open,ZRJOM_High,ZRJOM_Low,ZRJOM_Close,ZRJOM_Volume,DQDQZ_Open,DQDQZ_High,DQDQZ_Low,DQDQZ_Close,DQDQZ_Volume,HCGBE_Open,HCGBE_High,HCGBE_Low,HCGBE_Close,HCGBE_Volume,FXSUX_Open,FXSUX_High,FXSUX_Low,FXSUX_Close,FXSUX_Volume
600023.0,2025-03-03,101.27504871729931,102.55009743459864,98.7249599682595,100.0,1978513610.745895,100.11696173869882,101.28654566343104,99.64912593798886,100.0,450335601.2999406,99.82143299616123,100.35714252262696,99.19642719535194,100.0,177997479.67697668,100.89928401527766,101.0791356726084,98.74100409385288,100.0,1177541228.2651775,100.6968717819721,101.2195152343663,99.8257882849579,100.0,2882445456.89758,100.3424654178759,100.85615946217996,99.3150691642482,100.0,1006577662.0562394,100.25584683210036,101.60818207928884,99.45174882115263,100.0,392702003.7963162,97.07447202457152,103.08510610235928,97.07447202457152,100.0,832962109.5682803,100.16646776716829,101.35552843083492,99.76219149599184,100.0,119665305.69771424,99.0553347332569,101.214576983012,98.65047359390309,100.0,418111005.5567461
600023.0,2025-03-04,99.63569557135096,100.54644584075707,98.9070988300494,100.3643009982108,988276128.8642097,99.88303426320437,100.11695773123856,99.0643244332544,99.53216021523794,271518120.0637565,100.00000420786502,100.35714674552008,99.4642946588573,100.26785898236888,184196684.39785972,99.6402865608322,101.43884598723194,99.46043490629614,99.8201467915761,833429680.8694599,99.65156195438796,99.82578196566926,98.4320551044882,98.60626680850214,2686154298.9632926,100.17122862642812,101.02739625362771,98.80136695492452,100.6849308357518,1124717402.1201615,99.48829936449602,100.47514312085733,99.26900307573904,100.0,236608336.47316048,99.46809188187407,100.7978791522442,98.51064342393212,100.2127695067304,382530841.00790215,99.66705853826872,100.11889829773762,99.33412302373247,99.40546375632957,80747313.19337803,99.99999595177827,100.26990122207128,98.24561491239824,99.59514126386335,304442734.92554224
600023.0,2025-03-05,100.36430723104314,102.36794405127334,99.6357017589354,101.27504887144993,1245723007.5989304,99.41519909908205,100.93566818849936,98.94736331419092,100.93566818849936,314276231.4111048,99.91071672253142,100.44643478797856,99.2857194086346,99.73214971068224,171974063.99313045,100.17984973723478,100.71941322890244,98.74099374830448,98.92085396299844,851157230.4603815,98.60627053844662,99.30313399539716,98.08362709936756,98.95470226692188,2255575194.139564,100.6849308357518,103.42465417875906,100.51369404430406,102.91096013445502,1697228825.5177114,99.99999871464944,100.4385912865259,99.12280659959328,99.92689762890228,288272965.9418058,103.45745385121934,106.3829817923194,103.08510489274994,104.68085570691775,1209349064.670998,99.78596993783498,102.04518704078949,99.28656663022348,101.99762352504366,160870168.93781397,99.59514126386335,100.40485707474242,99.1902801408992,99.59514126386335,261910608.6825068
600023.0,2025-03-06,101.09289855712235,101.45719693071946,99.089253159559,99.2713980035784,1929134652.939581,100.70174260560596,100.81870433789533,99.76607105546049,100.70174260560596,254713644.71923292,99.73215103996571,100.17858134796364,99.01786595314906,100.17858134796364,226673432.1288387,98.56115168222388,98.74100333817822,95.32374468917486,96.2230201213623,2062635233.872512,98.60626826185184,99.30313170271342,98.43205655527022,99.12891999613176,2260323003.017176,104.45205043238678,104.62328722383454,102.73972334300726,103.76711959663496,1251955326.877873,100.54824265244882,102.70467587723331,100.51169210967076,102.33917742075566,576225591.4965804,103.45744412794753,105.10637735002418,102.12765698052128,104.57446046195952,734887061.03415,101.99762357372992,102.4970268815798,100.95125344226165,102.16409134301324,145602562.15551987,99.86504201147706,99.86504201147706,98.2456104630596,98.5155157211292,398297532.7408847
600023.0,2025-03-07,99.08925188933524,99.08925188933524,97.63205841362648,97.81420325531096,1116008684.319591,100.70174032693608,102.22220935003864,100.11695398689118,101.75437358555202,314162334.56138384,99.82143637008284,103.66071648935164,99.5535730828469,102.94643141995516,542392939.977386,95.86331025454848,96.58273404595082,94.0647507760426,95.50359835884728,1143070469.6872208,99.12892741992142,100.34844268639269,98.9547073930249,99.82579091297124,2361664471.779571,103.08218876088316,104.10958501451088,102.39725792513134,103.08218876088316,865728967.1062059,101.60818195848786,101.93712987688389,100.58479463130318,100.80409091979944,353185178.2258593,104.46807828500351,106.17020426305687,103.2446765064615,105.63829750401854,516637203.7497373,102.02140809191155,104.1617118333662,101.90249476865334,103.61474501926736,154093598.78018752,98.38056321119808,100.5398053489865,97.43589155839103,100.13495066567576,523135727.5338176
600023.0,2025-03-10,97.6320557794282,97.81420061619824,97.08560389800206,97.44990225710016,656965901.7679511,101.87133425094706,102.69004404172443,101.28653676292708,101.6374107941053,313157598.22738266,103.03571819445708,103.12500595601291,100.9821507683692,101.42857254624944,300987073.93810254,95.32374168152312,95.5035933318028,93.70503394796808,94.9640298047562,1140366416.6906064,99.82578343699332,99.99999514357496,98.780488275701,99.12891999613176,1754866811.048199,102.73972334300726,103.08218876088316,100.17122862642812,100.85615946217996,1119450724.175578,100.5116930454922,100.5116930454922,99.19590137844324,99.56139983832388,333469122.06236595,107.4468071029498,109.30850101952684,106.38297331164496,108.88296953209908,1158659025.9943275,103.4244978907927,103.63852916768973,101.83115192460066,102.42568224133552,129490197.74788316,99.73009079017714,100.40485718416971,98.11065916665407,100.26990133135148,316480350.7390512
600023.0,2025-03-11,97.08560911747176,98.17850425352177,96.72131073878845,98.17850425352177,866302293.6921116,101.40350248884675,102.92397155600446,100.81870497777304,102.10525057886736,289393958.53523934,100.26785603277172,100.9821496020191,100.0000012661474,100.9821496020191,201034813.00831643,94.78417256889608,97.4820160178742,94.4244606807795,96.2230201213623,1372697463.7379303,98.60627424221606,99.30313772534166,98.60627424221606,99.30313772534166,1761001030.9376776,100.6849308357518,101.71232708937954,100.17122862642812,101.71232708937954,708700341.0720736,98.6842045139618,99.81724342863872,98.35525660787768,99.78069288670682,287398818.6248386,107.8191436243858,110.37233249539024,107.60637281240004,109.25531616887729,703324711.5614103,101.7122508321008,103.78121385843768,101.56956028580368,103.47205554403372,143996004.672323,99.19027884514894,102.69905374817134,99.19027884514894,102.69905374817134,532344480.59446496
600023.0,2025-03-12,97.81420745528148,98.90710260899004,97.08561068614246,98.36065937491506,757379103.3990641,101.98829935261952,102.10524993082416,99.64912047725582,100.70174260560596,350597762.55262727,100.62500572406373,100.98214824641826,100.17857544238308,100.5357179647377,250371043.1208888,96.40287680059404,97.48201242517214,95.50359282534184,96.7625886754534,1282699974.5473647,99.12891853507874,99.30313023909268,98.60626680850214,98.60626680850214,1944194233.2280972,101.71232708937954,102.05479250725544,100.3424654178759,100.51369404430406,763687086.210719,99.78069288670682,101.31578079133168,99.37865086806194,99.78069288670682,359775471.10581493,109.0425487052471,110.26595047531976,107.1808446250877,107.2340373297175,588055990.5244968,103.448273255445,104.30439834766972,102.8537429493792,103.54340028165056,106457766.3269927,102.96896392783124,105.66801672428116,102.29419751119404,105.12820616499118,683986948.8350102
600023.0,2025-03-13,98.17850177227903,101.82149415260233,97.99635693031992,101.63934062508493,2151863817.0837173,100.7017497348058,101.754383091762,100.5847991483216,101.52047076470812,284504162.9462286,100.53572400018815,100.53572400018815,99.37500860411726,99.64286338322596,232181877.5431804,96.58272991443349,98.5611495442632,96.40287826238044,97.8417257836356,1638905777.5917883,98.7804956733965,100.17422265949617,98.7804956733965,99.82579091297124,3247474448.814427,101.02739625362771,101.3698616715036,98.80136695492452,99.6575345821241,858146912.5097898,99.597948531994,100.32894543818128,98.61110480003212,99.04970433800514,317242771.47830296,106.64892185735243,107.3404168340289,105.58509825969168,106.59573930111932,509109137.2509991,103.68608484594226,105.5410256251016,103.44827634513835,104.25683794840964,149035165.35931414,104.99325435411842,106.61268599514663,104.8582984998414,105.53306490112784,577866033.8847811
600023.0,2025-03-14,100.91075047817546,102.1857991974155,100.72860562431762,101.27504887144993,1148101147.8554895,101.52046527302753,102.57309857304224,101.4035035387848,102.22221337031408,262900434.2799652,99.64285873899844,100.9821496020191,99.55357097847384,100.9821496020191,271099027.1675406,97.84172230549494,99.28056977560102,96.76258670291536,97.4820104379684,1509586776.1750884,99.6515625562125,101.21950943814416,99.47735085114644,101.04529773307812,3620202701.455525,99.6575345821241,101.54109029793176,99.3150691642482,101.3698616715036,804689020.0709246,99.5248492629966,104.02046149555456,99.19590134634085,102.59502517091504,963083612.9620808,106.5957434876168,109.46807847412796,106.5957434876168,108.98935428546427,665933821.0169901,104.6373375033786,108.13317872749433,104.49464695911227,107.39595785650428,231943572.5560835,105.53306334863436,106.88258969630505,104.58839168774028,105.39810749634267,519974613.5708951
