Ticker,Date,HAMYC_Open,HAMYC_High,HAMYC_Low,HAMYC_Close,HAMYC_Volume,QSECK_Open,QSECK_High,QSECK_Low,QSECK_Close,QSECK_Volume,SEIUU_Open,SEIUU_High,SEIUU_Low,SEIUU_Close,SEIUU_Volume,MHUYT_Open,MHUYT_High,MHUYT_Low,MHUYT_Close,MHUYT_Volume,QDVMX_Open,QDVMX_High,QDVMX_Low,QDVMX_Close,QDVMX_Volume,ADHWA_Open,ADHWA_High,ADHWA_Low,ADHWA_Close,ADHWA_Volume,CEIDY_Open,CEIDY_High,CEIDY_Low,CEIDY_Close,CEIDY_Volume,LGHSR_Open,LGHSR_High,LGHSR_Low,LGHSR_Close,LGHSR_Volume,YNXMP_Open,YNXMP_High,YNXMP_Low,YNXMP_Close,YNXMP_Volume,QMMCV_Open,QMMCV_High,QMMCV_Low,QMMCV_Close,QMMCV_Volume
600547.0,2025-03-03,100.0,100.97913812038055,99.65942986596184,100.0,81003746.7592533,99.51139569331872,102.31270054341417,97.9153052733156,100.0,141148283.37404788,99.91420613096,101.11540212286026,99.48520405562388,100.0,70899691.04568534,96.158541613289,102.31707973752556,95.79268538760408,100.0,1209008564.7073274,100.40166229088253,102.12308618042036,99.44054024563128,100.0,9802509.608707609,100.53609585769952,101.50107249165583,99.98213309203578,100.0,17631965.937172804,100.80808001667678,101.41414163469663,99.73063999444108,100.0,143631201.33112743,101.50404699212667,101.73543713958612,99.9228674989268,100.0,205241852.5591401,100.0,101.12436402749384,99.42634238298298,100.0,27332680.093153108,101.72764302497735,101.72764302497735,99.49186798821631,100.0,45884624.09329911
600547.0,2025-03-04,100.42571516178396,102.08599355791644,100.12771730810198,102.00084899405512,115386289.46277724,98.99022793252782,101.5309468304975,98.69706782072892,100.81433667546808,105401315.43629251,99.95709738615888,99.95709738615888,98.67009936313156,99.52810350017236,58665970.60643757,98.78049475461668,104.32927444107412,97.31707566696436,102.19512572393477,1209238686.6638994,99.51226978884353,100.90373959034224,98.59418143068028,100.68857118177,6875332.40060455,99.8034242023734,100.30378621543792,99.5353796973161,99.58898723496188,19776413.08257864,100.06733465131948,100.87541466368776,99.52861464307392,100.60605465956502,85414807.33300127,99.807166220751,100.77130039247906,99.46008468622811,100.26995385971486,157350868.14912567,100.50480674496704,103.48782442453866,100.04587892811293,102.9830117039872,66291288.79610348,100.10163627035648,101.06707650823044,98.88211546874544,99.18700051505456,41833258.54839278
600547.0,2025-03-05,101.95828560731276,103.19284931335974,101.660279631532,103.06513246659657,112667115.51160005,100.97719878377906,101.79153103203537,100.00000257101634,100.74918674832524,100275274.54189277,100.04290490506604,103.77521246792044,99.35650483092591,103.00301033887922,180319475.60204217,101.46341327256488,103.59756198970427,97.92682828965602,100.79268945816526,811971774.984308,100.64553082033056,100.98981119567316,99.81350988081644,100.21517214279544,4781158.769828701,99.69621653425052,100.75054135953066,99.12438003411503,100.071482959309,18796522.88507846,100.47138057480424,101.75083902333832,100.26936217178287,101.14478381427436,103848356.08512196,100.42421974641044,101.46547907071115,99.6143432099987,101.11839017735755,161775716.09682482,102.5240892803228,103.46488741536956,101.21615062314366,101.62918480470763,37721717.16759638,99.5935010865323,99.94919060422866,98.06910497836058,99.49187274095836,28632718.820963893
600547.0,2025-03-06,103.107702980703,103.44827311306524,101.70285016972964,102.85227741138942,96359115.12767573,103.90879842690435,107.0032573852686,101.98697373536154,105.30945716541946,230898413.6832806,103.51780213116332,103.6036041826064,101.93050509213715,102.78850105896554,82360565.25301573,108.35366384817134,110.85366297590822,108.35366384817134,110.85366297590822,488242224.7713188,100.41600269498323,101.66403409706074,99.69874553287625,101.34843919461754,8465014.033862287,99.9463892784346,100.53609265808784,99.37455280617692,99.69621167392542,23387463.113610163,101.41414438161962,101.54882117702242,100.26936272147412,101.27946116416754,99045058.523617,101.38835436921585,102.04395855312312,100.61704407933898,101.92826715867362,176645494.3513306,102.06516198740285,102.202842966437,100.96374041509122,101.78980878265509,34964592.35940341,98.93293163830246,99.8983815874594,97.66260632850076,97.9166772055489,55873115.64333864
600547.0,2025-03-07,102.25627503847356,104.25712342058657,102.08598592348592,103.02255981625402,102832075.20143116,105.3745880036052,105.4723163229342,101.10749497319986,101.62866711529988,194258503.6999272,102.61691210702736,103.56071018938933,102.14500897457911,103.34621322874986,62885817.34434881,118.53659137950504,121.95122234882314,113.1707310832589,121.95122234882314,2152642178.119989,100.9898193080159,101.53493085813588,99.98565262792953,101.09023488157683,6780425.37174951,99.39242455908736,100.46462310946292,98.28449219217848,100.071482959309,26428826.22227524,100.94275534243424,102.08753695494622,100.87541373651024,101.07743855428224,107669380.35175207,101.6197486816568,102.77670680816291,100.92557086344895,102.5453166540138,187563052.4612439,101.5373918748098,106.28727594699292,100.98667674538392,103.99264562213848,90427580.98226182,97.66260079354066,97.96748582871926,96.84959341668925,97.40853962270424,35152700.19996175
600547.0,2025-03-10,103.66113066223473,103.78883938222174,102.29885018349223,103.36313282248884,70334392.80818921,101.30293271258267,101.9543947821003,99.80455814825442,101.40064860593624,111682199.5349712,103.81810811383792,104.41870610194424,102.23080291058476,103.64650401293105,70719601.63134333,117.07317810694016,118.96341879689798,109.939031134327,109.939031134327,1386031123.702983,100.98981835952904,101.46321074950326,100.14344915219849,100.44469587005212,5951700.4991664,100.25017910352092,101.17941511854094,99.8570457710027,101.16154821031095,23268219.756516155,101.07743874834676,102.35689715311425,100.74073714012933,101.81817714878594,123407876.43546748,103.93366619428686,104.62783661601831,102.39104564174592,103.43231230798308,237329827.04205456,104.61220197630767,106.21844503292314,103.28131212121131,103.64845264101024,45493954.04460858,97.51017390969402,98.27236716046106,96.74798065892698,97.86586344726442,35367338.67782849
600547.0,2025-03-11,102.17113545944318,103.61856052803856,101.70284849024108,103.61856052803856,77805536.59071755,99.15309421998288,100.9120486088547,98.9902240460102,100.45602454745494,118954548.37701356,102.53110349936006,103.81810972857753,102.05920857959426,103.81810972857753,58982276.85045644,107.62195139680144,112.8048806726614,107.07316996581775,109.08536466936634,957244796.656092,99.69874642515904,104.70519839701954,99.58398265152064,104.66216471802412,16824093.495096352,100.21444564760364,102.89493180244118,99.8034317717192,101.80486634211464,29533162.032116886,101.61615984417163,102.22222146106316,100.53871982394182,101.34679983911415,116482689.85768664,102.2753557342548,105.09062577872444,102.19822323435588,104.70497063498992,220599585.2964094,102.98301302435438,106.9527224973968,102.54702765375907,106.26433513994972,71014067.92375246,97.51017346328656,100.0508240820875,96.9512272257702,100.0508240820875,53260512.59986086
600547.0,2025-03-12,103.61856515376228,104.46999456853328,103.2354227290986,104.17198858948052,84979262.19482256,101.36807937136804,103.25732990851782,100.35830292645932,100.91204909490988,131792687.51870067,103.8181089788698,103.8181089788698,102.23080376239092,102.48820173336208,53147003.65989696,112.50000726885928,113.3536621036451,107.49999738321064,107.49999738321064,771417426.480024,104.80561536138792,107.5885767146389,103.28503364605336,103.28503364605336,9186214.804624802,101.8048627302224,105.96854753159744,101.50107076536796,105.41458477535524,41689635.444603056,101.27945841697236,102.08753843361788,100.53872000722626,102.08753843361788,109738460.53500596,104.74354008907017,104.85923884245776,102.08252760723724,102.08252760723724,272577318.2070456,106.2643409728842,107.80173919712774,104.15327637373892,104.29095735411384,57646667.51882161,99.94919533730616,100.05082368769268,97.66260591267375,97.96749096383336,37977132.55802262
600547.0,2025-03-13,104.72541086195892,104.9382641368676,103.66112824775168,104.04427063845286,86835171.39590015,100.1628659539775,101.00977223279033,97.71986922339268,98.53420146692096,118416701.27900384,102.53109848140154,104.24709852050836,102.53109848140154,103.73230260004313,58269827.6328678,106.40244615141812,110.60975494872665,103.96341240030178,107.8048824171876,777633816.8685219,103.28503364605336,104.37526762121496,102.7829558102802,103.28503364605336,6699300.182595965,105.41458851590156,106.37955835085852,104.41387123069823,105.27162598223158,18873512.34980705,101.95285999680472,102.89561678998808,101.95285999680472,102.4242383933964,137635334.2118662,102.08251961556354,102.62243973334373,101.11838548009284,101.658305597873,127547368.37727804,104.35979436433382,104.7728285556868,102.73060880584188,103.44194741390996,38542724.579499625,97.71342494074798,99.49188239358668,97.66261076303104,98.47561822287504,36933623.11945477
600547.0,2025-03-14,106.64112223256468,108.00341089568944,106.00255424287552,107.83312176786166,235034971.19015145,98.53420369847484,103.90879538491014,97.94788347579784,103.2247592670284,220217694.73537704,103.6894038619031,104.80480595754308,103.30330282177648,104.50450696689651,65592845.8293089,105.79268771363904,107.07316996581775,101.58536728615567,105.85366472043444,690755448.9940422,103.44282977706838,107.44512609297394,103.44282977706838,106.44095948980174,16116035.200337844,105.2716228293786,109.88206214972136,105.09292648447186,109.6854920802268,40822036.2595886,102.4242433150264,102.8282865472691,101.95286489578434,102.7609449382204,117170288.75951178,101.73543889566888,105.66910824918052,101.58118124661996,105.28345309291775,382571608.86555153,103.4419443048613,104.26800390941852,102.31757153923434,103.64845264101024,44060294.273407534,98.37399112138006,99.49187385982752,97.86585907960844,98.32317694802164,54517891.92056082
