Date,Open,High,Low,Close,Volume,ticket
2025-03-03,98.3121057710766,103.31209840085458,98.19532743798725,100.0,22292407.01331816,xrqqz
2025-03-04,100.8492616036808,101.91083444943803,98.67305030950307,100.2229400878023,9373245.525806088,xrqqz
2025-03-05,99.78769543409197,100.21232228479313,95.54140424947337,95.94480486010103,15787651.810123328,xrqqz
2025-03-06,95.95541819414505,96.61359038113994,94.53291427254236,96.17835040943132,15073734.263529586,xrqqz
2025-03-07,95.32909516262552,96.56051187858662,94.86199883009333,95.56264049419077,13198914.119558666,xrqqz
2025-03-10,95.54140366597638,96.38004424222017,94.59660921240646,95.59448060463943,9634462.215575816,xrqqz
2025-03-11,94.69214546334595,94.72399049114793,91.79405517371679,94.72399049114793,13726178.568023061,xrqqz
2025-03-12,95.64755371100921,96.46496801455791,94.94692340828446,95.19108752127468,9610543.215488149,xrqqz
2025-03-13,94.72398910842145,95.2972392862992,92.25052568279827,93.32271719516623,9367935.548213983,xrqqz
2025-03-14,93.28025562842721,95.10616007681404,92.6539285000842,94.63906375839763,12063667.343636766,xrqqz
2025-03-17,95.20170433405602,98.9384296636909,95.11677669678187,96.77283160721736,16743191.218488049,xrqqz
2025-03-18,96.58175017480856,97.13375713995266,95.11677677759354,96.61358953471087,10968686.213315215,xrqqz
2025-03-19,96.09342160335606,100.63694813673267,95.66879475686906,99.43737077559497,21719259.071803838,xrqqz
2025-03-20,98.73673397490057,100.26539741310091,98.40764788807999,98.85350097080307,11096872.026695395,xrqqz
2025-03-21,98.53503595547689,99.7452263851013,95.65817757054809,95.85987219588453,9809141.042127764,xrqqz
2025-03-24,95.85987627084805,99.46922147419257,95.76433551385857,99.43737077559497,16683602.852086196,xrqqz
2025-03-25,99.84077136372943,104.02336110823632,99.43737075717998,99.94692524063069,19046858.524922658,xrqqz
2025-03-26,99.97877603004176,105.6263278328475,99.7876945159246,105.6263278328475,28748618.292523064,xrqqz
2025-03-27,105.06370041236572,105.6157187358657,103.22718837961735,104.03397828537683,12505553.882992813,xrqqz
2025-03-28,104.03397214054854,106.69851150116432,102.98301249614472,103.29087233954463,14474367.627386242,xrqqz
2025-03-31,103.30148652414567,104.95754141390121,96.63482582462315,97.09129202636561,21650576.10542066,xrqqz
2025-04-01,96.78344046126827,101.7515936347909,96.71973906671873,99.26751137862814,14383119.977308583,xrqqz
2025-04-02,99.46921794307494,101.90021193884529,99.25689885796702,100.63694456416121,11834492.442517271,xrqqz
2025-04-03,99.18260079320271,99.18260079320271,96.6242038757294,97.66455043816333,10213122.271457346,xrqqz
2025-04-07,88.64118866171192,92.78131445433016,87.89808886973421,87.89808886973421,13150213.150843471,xrqqz
2025-04-08,89.1719790020123,89.46922006589935,82.88747551894984,87.04883340516338,22148325.4749236,xrqqz
2025-04-09,84.94692538723686,87.35669325851163,82.99363506655297,87.04883340516338,21957976.383606423,xrqqz
2025-04-10,91.29511849405779,92.94055462294783,90.73248706794878,91.40127804115464,19110132.000224445,xrqqz
2025-04-11,91.41188853166462,92.35668863074302,89.20382104018152,91.49681616689912,12299993.221900064,xrqqz
2025-04-14,91.98514419956335,93.29087548721603,91.5392854268773,92.04883992977618,9974754.811765514,xrqqz
2025-04-15,93.41826531228638,93.69427446897502,89.17197975226404,90.02123346262744,15539443.39928056,xrqqz
2025-04-16,90.0212257336511,90.19108099666188,88.58810880310591,90.19108099666188,7661279.207043639,xrqqz
2025-04-17,89.3524435314917,90.13800714155433,88.99150675466238,89.54352503950653,6657023.280981026,xrqqz
