Ticker,Date,CRVSA_Open,CRVSA_High,CRVSA_Low,CRVSA_Close,CRVSA_Volume,REXWG_Open,REXWG_High,REXWG_Low,REXWG_Close,REXWG_Volume,MIQUC_Open,MIQUC_High,MIQUC_Low,MIQUC_Close,MIQUC_Volume,IXWYG_Open,IXWYG_High,IXWYG_Low,IXWYG_Close,IXWYG_Volume,JEEVD_Open,JEEVD_High,JEEVD_Low,JEEVD_Close,JEEVD_Volume,IWGDW_Open,IWGDW_High,IWGDW_Low,IWGDW_Close,IWGDW_Volume,IJRLM_Open,IJRLM_High,IJRLM_Low,IJRLM_Close,IJRLM_Volume,XHIUA_Open,XHIUA_High,XHIUA_Low,XHIUA_Close,XHIUA_Volume,ZHGNY_Open,ZHGNY_High,ZHGNY_Low,ZHGNY_Close,ZHGNY_Volume,DATNH_Open,DATNH_High,DATNH_Low,DATNH_Close,DATNH_Volume
300347.0,2025-03-03,99.31674283140352,101.99719578324928,98.31814493977885,100.0,17412733.351715833,101.5669640012918,103.85450567662986,98.39871899474268,100.0,51797348.84187845,98.46272247696706,102.03688996914964,97.65564719592632,100.0,46004158.74766221,100.13440654848146,102.58064264726858,98.97849177332864,100.0,94357191.61320364,100.87012099400704,102.52980931370055,96.22945520333978,100.0,56361331.18555937,97.744359500507,100.73308154897644,92.49999695254452,100.0,110257514.68972386,99.32638940070125,101.22474442053802,99.0814475246107,100.0,378367417.0397427,104.67320210486191,105.11983252697225,98.34423516779998,100.0,108367876.13471684,98.2053902662653,101.62014342767677,98.2053902662653,100.0,19202745.670005616,96.86653072452316,102.24438959059708,95.9666112273356,100.0,23564411.036301743
300347.0,2025-03-04,99.35178495401884,100.50805658104002,98.54590008614046,99.5795373499224,13268326.416898634,94.14388734132818,99.91993757784374,93.35468176454307,99.73692984502269,48217503.41428844,99.99999919869498,100.99923141323886,99.11606554632372,100.15372328460776,34799303.29286311,98.9247271030236,101.02150822667136,98.65591400606066,100.80644954545114,65985711.0122822,96.84175982772224,100.27392383950718,95.8427283937883,99.22655405859234,50816948.270100966,96.61654416991816,100.82706646798556,95.33834810824108,100.46992619240775,80694770.4865242,100.244964469611,101.1635170450015,99.3264002141908,101.10227864930484,277536586.1247224,95.31590973518412,101.86274675647628,95.206974773649,101.47059253019276,85845199.39724912,99.70089055533651,100.94715168727824,99.2273147481571,100.92223064825522,12291610.762070691,99.75063528090814,109.50884340675267,98.53627513892016,107.0801338765593,31180985.069189742
300347.0,2025-03-05,99.64961377711931,100.70076734762344,98.0903997515406,99.45690072981024,14807161.40858685,99.85131397499708,103.51138937969476,99.85131397499708,102.92806136882837,46210433.53545161,100.73019793608226,104.45810401668768,99.61567452839492,103.88162588648268,67762626.45256653,100.5376364484882,101.63978655333598,99.5698928921219,100.88709142362757,71958487.7715062,101.67580007637892,111.00548295696812,99.08154149829524,108.491790346464,90181344.45171288,101.50376272469724,109.37970025103569,101.50376272469724,108.06391647062112,107814191.68156266,102.0820626405351,102.0820626405351,99.69382377180958,99.87752726630916,278844563.8495333,101.52504921186858,104.08496534158958,101.52504921186858,102.71241402102572,65761737.07019567,100.67298296668484,101.5952136359151,100.0000007459323,101.47058941167624,13133006.13617856,106.9391793249184,108.83660889762643,105.0417497522104,107.01506876510362,14688334.036974918
300347.0,2025-03-06,100.35038350963714,103.32866095662112,100.35038350963714,101.6993681968908,16603136.455677995,103.1568092834381,106.25643265854448,100.97220629064752,104.20907936347989,54466228.77519377,104.95771514884451,107.76325472050698,103.68946034588583,107.14833641483526,63387403.98454013,102.71504919575004,107.84945728241588,102.68817198787868,106.07526418059842,170602259.94195712,110.1836924764493,114.58266677335172,106.5098303174073,109.97422219319812,106285064.77441534,109.77444070124504,111.93609056861249,107.33082590350593,109.41729324932244,98052312.371908,99.87752420371122,100.3061812511046,99.14268688818788,100.06123937260634,222103737.6309302,103.47494717602024,105.20698103226822,100.98039769264888,103.85621080720324,85400468.65897508,101.19640732804076,103.56430554925988,100.84745570752357,102.51745068770828,21021282.7233792,107.38372501996376,108.8582944538087,106.24526506354988,107.49214465686856,14286764.907476485
300347.0,2025-03-07,101.26138347630184,101.52417521046355,98.37070781587978,99.45690072981024,14349659.161239194,102.3676094696226,102.3676094696226,100.65195465699574,101.09802686296756,35296395.76315999,107.03304822637632,108.26287021199236,105.91851747046351,106.53342846327152,34398128.71833147,107.7956926121108,112.90322349090528,106.12902885090348,107.31182083392768,246133755.7047002,107.9439216404476,109.5552654989735,104.75346768497003,106.33257778192171,64180920.4778932,109.41728918353056,115.601501299149,107.8383415618936,111.93608640922564,92335396.8918966,100.061238917588,100.55113435238532,99.26515153602456,100.42865757367888,260514236.14183417,102.047930936778,103.05010928938091,100.17429618240968,101.16558394792014,71585539.11332911,101.94417155248992,102.79162956202968,100.32402816394628,100.94715877366023,15918199.897287725,107.4921434314551,109.43294309094398,105.1718642933428,106.31031348299568,12938647.338732395
300347.0,2025-03-10,100.71829208488442,101.96215872398912,97.00420181497611,98.19551277957744,15553531.014387151,101.66990419271455,103.51137970677492,101.13232816725764,102.89373474804428,35988789.15217189,106.1491119118034,107.22520245690336,103.76632637706464,105.57262645656608,45843655.52255436,105.1075206242321,106.1559163133372,102.95698508484163,103.92472864120792,124889250.1268028,105.1401846028939,107.04157080852843,104.17338076641045,105.3013165267115,33574132.53117503,116.54134781070644,121.54135445528132,114.66164865246924,121.54135445528132,102833469.49686486,102.02082925073351,102.14330603975708,100.5511428225392,100.97979990409218,359441411.3431525,101.38344050057631,103.27886803202568,100.21786845574948,102.83224925167234,56227900.15101482,100.8972992739871,100.8972992739871,98.57925282691848,100.37387188483426,14214040.77709356,105.71397546162852,108.31616479962383,105.44291564051382,107.40539476750187,13277665.399738189
300347.0,2025-03-11,96.82901270812263,98.0203236841685,96.16327853137427,97.93272866479752,14618854.005876396,99.87418812173928,102.44767639854189,99.53105472259158,102.43623536075566,29298154.709815014,104.53496843473636,107.6863890160084,103.92005745938164,107.14833641483526,36519471.64885647,102.2580648800006,103.2258084363669,101.8279577721225,103.0376372175804,73267675.91669892,104.25394612817674,108.92684592896758,103.77055033100568,108.92684592896758,59345604.50028388,127.72556516757336,139.06016430082798,127.59398678663844,131.37218649772333,190274336.9684487,100.18371657877908,103.24556599324028,99.87752462931584,102.8169089440203,489936097.1348425,100.22876388813935,102.72331344295918,99.98911278839576,102.72331344295918,44220210.02879994,99.47657583244536,100.89731294303016,99.07777259979385,100.24926125555358,12501527.755832762,105.98504337581564,109.73653266392066,105.44292369218972,107.394563156269,13915726.135309134
300347.0,2025-03-12,98.52838115312876,102.15486964586628,98.21303374653668,99.17659229642518,21922394.5852746,104.08327368898544,106.25643570605858,102.48199255530872,104.1976474223036,52338743.77803359,107.14833775062884,107.91698014456318,106.57185962033662,106.87931511184694,27423529.08506019,104.00537051938434,104.35483574908604,102.23117741756693,102.33870675817704,82698358.51898278,109.84531597785264,114.37320091352498,107.3155064253322,107.3155064253322,81118913.29794902,133.45864630634725,136.259394164066,130.52632007520458,131.27818829993143,125296429.88048348,102.57196051126604,102.69443729717304,101.46969279816118,101.59216958406824,283566222.2998964,103.72548809690794,104.0631893771347,101.73203362336976,102.24400756674552,55714657.427196704,100.24925940251865,101.57029330346742,99.72582244391089,100.44865626104918,12437236.53165282,107.37287792415697,107.76320794734784,104.1960279238544,105.06342797538971,14448343.277880514
300347.0,2025-03-13,98.7911682107343,100.56061832624296,96.7939723837812,97.82760964126572,13903216.094893482,106.93126531914632,107.85771452942912,103.70582104413484,103.9688977286593,44095754.43165421,106.4565716489038,106.4565716489038,103.72789766425387,104.72712987480756,26189009.86772391,102.09677086908545,103.33332752241466,99.9731125375663,100.6182783266646,74900256.5283774,107.3960695042446,107.76667170341894,102.48146586980124,103.77054586054707,49939931.66451532,133.157883704055,140.33834837546385,132.10525674701637,134.84961584284332,126808820.4526716,101.5921731510649,102.26578381717545,101.34721957065032,101.8371150514499,257959986.0206629,103.7690656294998,105.1198358908792,100.41395023898669,100.79521388041968,63158811.41451015,100.57327434490377,100.77268069947694,99.10268575869068,99.95014374919006,10993893.699513797,104.1418257559558,104.8249060351422,100.71561680837722,102.24439606923524,12041735.451658787
300347.0,2025-03-14,97.63489693786536,102.40014081074482,96.89909076029684,101.9621590336955,24027528.0152348,103.93457103099084,110.20243903690928,103.19111741606184,108.80703566993546,75249449.34327625,104.76556485928332,109.49269603085683,104.18908669963344,108.76248645246432,42623976.28192295,100.80644954545114,104.24730640847596,100.05376467030504,103.09139163332308,89465097.62751472,103.12600617409092,107.96003771350142,103.12600617409092,106.65485313180552,46453797.89876671,137.1616621141049,157.0112824077477,134.84962563307664,154.13534473349466,156529953.6981696,101.83710248307328,102.87813171129596,101.5309222253723,102.571951453595,345139781.6029037,101.19825212612528,103.681922563131,98.15904541464656,102.21133266519372,90319362.48610558,99.82552779919683,101.64506814838812,99.52642775078402,101.44567128551934,16168033.17766504,102.27692636412031,103.83823581930388,101.2685764176086,103.01421646279888,10837840.341317542
