Ticker,Date,LMLRU_Open,LMLRU_High,LMLRU_Low,LMLRU_Close,LMLRU_Volume,KFDNY_Open,KFDNY_High,KFDNY_Low,KFDNY_Close,KFDNY_Volume,KEOUH_Open,KEOUH_High,KEOUH_Low,KEOUH_Close,KEOUH_Volume,DLMNZ_Open,DLMNZ_High,DLMNZ_Low,DLMNZ_Close,DLMNZ_Volume,RJJXZ_Open,RJJXZ_High,RJJXZ_Low,RJJXZ_Close,RJJXZ_Volume,UYALL_Open,UYALL_High,UYALL_Low,UYALL_Close,UYALL_Volume,ZAINS_Open,ZAINS_High,ZAINS_Low,ZAINS_Close,ZAINS_Volume,GHTVC_Open,GHTVC_High,GHTVC_Low,GHTVC_Close,GHTVC_Volume,APDKN_Open,APDKN_High,APDKN_Low,APDKN_Close,APDKN_Volume,MECFE_Open,MECFE_High,MECFE_Low,MECFE_Close,MECFE_Volume
300014.0,2025-03-03,92.74509654325595,103.68627660414752,92.72549199123009,100.0,187756306.3172102,97.60900037831762,102.2503494290797,97.46835018571498,100.0,902594677.8681087,101.62784312111542,102.80615373359124,98.4198289003654,100.0,3519391.9220683486,101.22003821345848,102.1786491650467,99.2592589514486,100.0,1517881966.748136,99.76076767892783,102.19297942078812,99.56140107381904,100.0,73942300.86289275,100.26238751885484,102.30630863759946,98.81231795766143,100.0,47588993.44763733,98.2004068698249,101.47238728740084,96.31901227895624,100.0,911767118.8673656,97.42317382603572,101.80515028813925,97.42317382603572,100.0,84348968.33661278,99.67890025061858,101.66391628853142,97.4214323411062,100.0,41664859.7585523,101.73886429545637,104.33191591373526,99.54241087014202,100.0,76148465.92675878
300014.0,2025-03-04,97.68627353513064,98.19608164342269,94.7254925239215,96.5686270789962,109932818.43089408,99.43741351521386,99.71870719631694,98.3122320842311,99.08579473719236,491305777.0375623,98.76037834399558,101.34517458523564,98.76037834399558,101.08975981365631,2437484.1461470528,99.25926034005067,100.61002051422794,98.95424247153194,100.1307150317285,969858372.3769011,100.0,100.3189789631157,98.64433750549372,100.03987332102176,56549733.02689005,99.00565666383928,103.77018730572524,98.95041441563072,102.29249140938651,46454920.28572325,98.15950350511912,98.65030445509196,95.2556219375806,96.03271239026428,747111930.1911862,98.52555949794204,98.8149340055186,96.5274929161816,97.35427872542206,50999549.743759856,95.63101582496536,100.49624868072272,95.16395762811614,99.69835078932874,31426889.44419516,99.694944365211,101.49482294043854,99.20684229246818,100.91520536570376,47898834.7813459
300014.0,2025-03-05,95.7058858485713,98.66666689602424,95.39216065493528,97.54902042620836,78337532.16046837,99.29675732310636,99.36708241577657,96.90575782487925,97.53867024577112,428206994.1033565,101.06252238923892,102.15569472588332,99.74798226469204,101.67210484142832,2537687.117438321,100.00000139896474,101.00217803429344,99.2156863588337,100.1307150317285,1170130507.0607622,99.68102103688432,100.03987332102176,98.1259995423276,98.72408414753724,63104756.970275566,101.50530583301972,107.02940410964663,101.3672054833803,105.44122374784016,59894387.07137059,95.25562428277637,97.05520960794422,93.5787255463435,96.319012065368,690399463.3567653,97.14757686255707,97.3404931954164,93.68884458660489,94.01956731135084,68426937.33369254,100.2043461060822,102.14070683817866,99.63024472897418,100.6714043352906,24668819.473635595,100.88468755777254,100.94570176857144,97.68151713308905,99.1458232804509,46013660.75718734
300014.0,2025-03-06,98.03922099032582,99.9804008570458,96.92157446942004,99.41177158015016,67947304.25159627,98.3122313518706,99.29676258168251,98.03093767286296,98.73417522366724,488926475.2745806,103.18757045355169,108.2958660205592,102.43834961324896,107.887198218057,7018350.193138345,101.13289200748532,105.3594767799994,101.08932633700884,104.27015217856994,3111742711.117845,99.52152775279728,102.51195838390382,99.08293643167468,101.674641457622,107629785.01640752,106.3388973144064,108.78330629198928,105.56552688739836,106.71176933131903,52306882.726059735,95.70551833510908,100.0000014725601,95.5419232123296,98.6912014852402,878804550.9223906,94.04712827828766,95.4388909224988,93.0136433521526,94.66721502870774,56936812.75486376,101.19685079811372,103.61000973744478,100.02919779686896,102.33531358789088,40053020.78707695,99.60343080740245,104.08786505161258,99.17633130280336,102.62355880480196,72256980.8681747
300014.0,2025-03-07,98.31372719718472,99.60784458327416,96.05882965767977,96.76470574843864,68529568.68277842,98.1715904519971,98.5935343349099,96.20253464706856,96.62447182341084,526026196.0822705,106.29341737893938,108.9054638717318,105.26834936235127,106.42282920210585,4921333.98388396,103.18082525993766,103.48583481174616,101.65576919000824,102.0043527222018,1699403838.0301888,101.0366835313906,101.0366835313906,99.36204207376862,99.72089435790608,68894095.1059092,105.80029908589628,107.71992250297464,104.95787320802656,105.92458624670562,36067164.12393556,97.5460081210344,98.28220564512785,94.06952414671342,94.8057216708069,699753009.2570676,94.0609098184098,94.72233427531458,92.86206353468567,93.34435439141878,47684533.98513933,100.97304134194948,100.9925064310461,99.1145262160635,99.48428124757976,32054299.76767288,102.22697197444208,103.35571749219407,99.81697449513597,101.37279624189162,53743789.15187183
300014.0,2025-03-10,96.90195533175655,99.37254770825824,96.56862559513245,98.2941178523941,45938376.35321145,97.46834964490148,98.87482473684264,96.1322063554417,97.74964332197568,465083105.0879725,105.74171930000954,105.91199582062148,102.94918020483225,104.39653063003368,3079556.1992356805,101.78648728941847,102.09149682971494,100.56644081734596,101.39432979164114,978798663.3884048,99.76076767892783,101.07655685241237,99.08293643167468,100.0,54979266.51493563,106.33889812967408,109.30810323667517,104.76453087040504,107.16751081301854,48487459.47987239,95.62371125305704,96.6871067921829,94.92841446982152,95.2965132257119,400007650.18857366,93.71641973402424,94.9152555671062,92.88963386320668,94.0746869530484,41008063.58290157,99.48428206811889,100.32110273602396,98.27770636564787,99.62050799789355,23533524.555241074,101.95241464645028,102.80660202314198,100.82368075689214,102.7760890968646,42796131.27735235
300014.0,2025-03-11,96.98038743799948,100.33332671823584,96.07842847602916,100.27450558413292,53980795.642149866,96.41350148291616,98.452882349026,96.20253289857938,98.452882349026,361376627.6562432,102.16591790634844,104.05939208678438,102.16591790634844,103.97425382186243,2010897.1402587013,99.99999809010784,101.91720333489378,99.8257021710072,101.8736293551186,1038150399.1603296,99.00318978963116,100.59808460520964,98.763957468559,100.59808460520964,52112344.65613463,105.64838597068314,110.0538579860702,105.20645850311072,107.7889783977138,50066751.3171143,93.57872248691297,96.89161132019554,92.67892985374657,96.07361234385051,461808995.2734957,93.04120289021748,93.3581429089058,92.46245382633738,93.33058793531036,39259770.83653232,97.30465421312375,99.0658660787794,96.72082777259624,99.03667587031644,20106718.396759328,101.58634245760584,102.59305956839331,100.39659433560016,102.53204535222996,40175586.67419617
300014.0,2025-03-12,100.4705938852945,100.7843190836644,98.62745180004744,99.00000561547331,43249458.991033,98.45288405447867,99.22644001482706,97.11674072177318,97.25738421157722,328472931.729668,104.89714157128589,107.44448200169153,104.23987671132906,104.50550766157788,3797472.855299044,102.22221266720972,104.79301929232352,101.78648949214926,102.87581405157415,1821329115.3568735,100.6379579262314,101.07655685241237,99.68102103688432,99.76076767892783,49721096.64248081,106.75321007870151,107.25037979756414,102.72061007721793,103.1625375454978,57364726.97889479,96.52351028456307,99.95909342256228,95.8282135113724,96.60531174047168,777896465.3582678,93.564835300138,93.86799255372176,92.71048399577948,93.0549789633697,36790451.51474609,99.93188144126852,100.78816718839737,99.06587057338142,99.60104916533696,25036583.57385037,102.80660595792544,106.77243700494022,102.80660595792544,104.94205702547865,77371213.41898203
300014.0,2025-03-13,98.6274513320985,99.58823895493455,95.52941594786952,96.47059153851372,40599754.19476616,97.3980362326721,97.53867972511104,95.07736160157936,95.42897368596202,361035657.6431088,103.56557890312828,104.7541160672142,101.63124015080886,102.3293801110879,2902810.056258067,102.39650738922906,103.44225795674885,100.95859932002855,101.74291432339008,1257067490.3096,99.72089435790608,100.0,97.96650625824056,98.48485182646506,55735594.268432565,102.72060702601765,102.99681827072672,99.40615638056155,99.98618418987822,46356125.94827564,96.1145105739282,97.66869922735737,94.19222317081544,94.96931359702194,550061481.6131794,93.05497210046558,95.08060404260796,92.76559761060972,93.15143026375088,42606839.682224125,100.95357977236404,102.0531197035976,99.056141965422,99.72753903816364,26545214.983241376,104.97255734576927,105.46065944493404,100.88469790128714,101.73887366550754,47098657.03154729
300014.0,2025-03-14,96.39215820895996,97.98039622291618,95.29411628180272,97.3725503825579,37140798.875934005,95.99155867381664,101.12517679787832,95.28832781602672,101.05485170012818,1168848891.8071756,102.33278696799906,112.75030395801802,101.893480997898,108.53426575189114,8576101.98393437,102.26578654111984,109.4989009433492,102.0479249538149,106.44879716664624,4718077439.464403,98.48485182646506,102.47209266794042,98.08612622130585,101.95374709971594,119555749.96496733,99.7790315797196,103.10730606427116,98.67420763833252,101.80913951359868,53849388.83148146,94.8057233481169,99.38649588860493,94.19222800085718,97.99590227427406,669688123.0048474,93.23411894413292,95.24596820414529,92.21440631577536,94.73611188996652,63150470.15652967,99.25075493726024,101.94609079998592,98.5696252748405,101.18711562650203,35897262.20135206,101.7083666755508,103.78280339006103,100.88469224738309,103.2641883927978,40237478.31154788
