Ticker,Date,AIKTE_Open,AIKTE_High,AIKTE_Low,AIKTE_Close,AIKTE_Volume,XZYEG_Open,XZYEG_High,XZYEG_Low,XZYEG_Close,XZYEG_Volume,MGTRV_Open,MGTRV_High,MGTRV_Low,MGTRV_Close,MGTRV_Volume,ORRCZ_Open,ORRCZ_High,ORRCZ_Low,ORRCZ_Close,ORRCZ_Volume,WKGMB_Open,WKGMB_High,WKGMB_Low,WKGMB_Close,WKGMB_Volume,XTQJG_Open,XTQJG_High,XTQJG_Low,XTQJG_Close,XTQJG_Volume,MLJRD_Open,MLJRD_High,MLJRD_Low,MLJRD_Close,MLJRD_Volume,ZICXW_Open,ZICXW_High,ZICXW_Low,ZICXW_Close,ZICXW_Volume,VHABG_Open,VHABG_High,VHABG_Low,VHABG_Close,VHABG_Volume,FJFSA_Open,FJFSA_High,FJFSA_Low,FJFSA_Close,FJFSA_Volume
301236.0,2025-03-03,100.13887358536589,102.85450728777307,98.5650416208738,100.0,59037248.46757477,100.99215289067034,101.86147707324808,99.59368770883871,100.0,3344440.095763867,103.23818833525296,103.43849337095264,99.08195753887269,100.0,20373030.822599128,100.33971774775476,100.61766756127872,99.81469619730774,100.0,22436125.435753617,100.0,102.17391093083728,99.45652226729068,100.0,26228076444.56992,100.0,100.74074356644245,98.96296041983146,100.0,793838556.8774447,100.0,100.41321944938576,98.62258432070148,100.0,494413917.0225905,99.03614551966692,100.0,98.79517615455777,100.0,4216763582.611577,100.1805095478465,100.90253052489444,99.81949905932252,100.0,588960031.3162495,97.38651915104622,100.68776053460856,97.38651915104622,100.0,2027695430.2783463
301236.0,2025-03-04,98.27186878953816,101.82070264279666,97.62382347880812,100.98749648388366,47825367.13481778,99.31965866702409,116.69658238180509,99.22516894902144,111.22554336294222,12278551.831860684,100.01669053419916,106.30946390903812,99.84977603577308,105.14104968529558,27527482.33158726,99.75292775499771,100.0617674245785,99.47497794288948,100.0617674245785,15786564.539417312,100.54347354611596,103.2608620965115,99.99999583603685,101.6304289662742,31690156083.660805,99.99999847527896,100.14815001201023,98.66666290171392,99.55555092933923,505558922.7246505,99.72451236316589,100.41322020801842,98.7603292619781,98.7603292619781,617859177.8160408,99.75903063489086,100.24095787505742,99.2771033947243,100.0,2770115696.235443,100.0,100.36101048852396,99.27797902295204,100.0,613548270.0647259,99.72488930833696,100.82530083057996,98.89958066665471,99.86244402810236,990361914.1222212
301236.0,2025-03-05,101.04921522420288,103.02421715358057,98.59589582591212,101.24980908299096,59764796.644248046,109.49635535804762,113.06812731862696,108.38135936391092,110.57355402248945,8557124.364328798,103.48856448245536,104.94074094313316,103.07127188373578,104.13953991767715,14240943.414438298,100.06177100541512,100.21618495521705,99.28968947537652,99.62939545252898,19768431.03166682,101.0869554654186,101.63043319812796,98.91304453458136,100.0,23960205003.413044,99.40740888765524,100.74074449382412,98.8148168547478,100.2962969370164,574272533.7714295,98.89807498509062,100.41322842698072,98.62259313820198,100.13774658009208,802961262.9661448,100.24096415802848,101.68674596914782,100.00000626786812,101.20481869877467,5016205453.48364,100.0,100.1805095478465,99.09746947510556,100.0,542571669.9630308,99.99999555891664,101.23796184264474,98.48692638535678,101.10040711824372,1241970760.8157382
301236.0,2025-03-06,102.94707795788702,105.60099127496952,101.6046882855654,103.65684355655831,76263433.0409615,109.82707825375884,114.44769539319486,109.82707825375884,112.87913867948522,7929281.281963268,104.12285468970856,105.65848845084444,103.5386412104573,105.14104968529558,15411483.635172443,99.87646480110872,100.00000067039842,99.13526136639948,99.90734287791668,29900512.188699964,100.0,101.0869554654186,99.45652226729068,100.0,17491765473.727,100.29629817438268,100.59259419449182,98.22222603361858,98.370370511546,1038240291.3409108,100.00000469637531,100.27548653157174,99.17355262278105,99.44903445797746,610971817.8746412,101.44578866130196,101.68674655284542,99.51807956874411,99.7590374602876,6344327193.115597,100.0000018150938,100.36101231017044,99.0974712738176,100.36101231017044,572368823.7827553,101.10040938986972,101.51306701337452,99.31223728629963,101.37551228588278,1464271221.2643914
301236.0,2025-03-07,102.79278457565766,105.86329513229336,101.52754818257608,104.22774880687926,69756118.8991622,112.30274313189514,112.77519893573916,108.73097840829116,109.515256772857,5086208.272263613,104.49006565777545,109.23051626869112,103.85578548321868,106.2927727662121,24852370.74318893,99.72204913439973,99.9382310114122,99.22791744679564,99.4132094665042,25289267.986590244,99.99999720909996,102.1739080792656,99.45651949155857,101.0869526441828,25576493659.034924,98.07407540283712,99.40741103784616,97.77777937997448,98.66666744856238,701915296.6842979,99.31129494493184,99.72451440590385,98.89806891595492,98.89806891595492,588892464.3380698,99.75902678612366,100.24095400769714,99.51806892036257,99.51806892036257,2938832453.683663,100.1805113662167,101.08303330032378,99.81950087114004,100.36101231017044,536124547.3375788,101.23795876486824,103.85143941830168,101.10040404464908,103.16367893514602,1840398365.3749256
301236.0,2025-03-10,106.43419513906905,107.9617338559705,103.39453894677276,104.15059179850014,60940342.893104754,108.85381095358584,110.2428321273611,106.8033545585381,108.031742494162,4038713.371057268,106.15923975332451,108.7965321624097,105.22450836165292,105.54164845991576,13528084.86232296,99.41321083583384,99.47497877026372,99.0117369335828,99.25879689027352,20846391.92407682,101.0869526441828,101.63043036172417,99.45651949155857,101.0869526441828,20103883752.454887,98.37036959186864,98.81481715000436,97.77777755719056,98.0740735745296,460361722.9576359,98.76033447814268,98.89807211358512,97.38292528369264,97.79614475802508,662987407.3619064,99.51807794415984,99.51807794415984,98.31325403595312,98.79518130122533,3907399512.636425,100.36101048852396,101.08303146557192,99.81949905932252,100.0,635209277.464302,103.43878164877734,103.43878164877734,100.55019811856258,101.51306148162418,1108350611.9604445
301236.0,2025-03-11,101.06464881901516,102.60762055671006,100.29316295016773,101.8515677013828,49378045.3899749,106.68052173955212,108.27741745120736,105.3576440495753,106.58603202079024,3770990.914904053,103.90585662524376,107.81170921943588,103.53863710242037,106.9270509515937,14550417.00906906,98.85731512708568,99.50587257380307,98.76466911228148,99.50587257380307,23270174.5376002,99.99999673594463,103.80434074073403,99.45651902097472,103.80434074073403,42288881302.16592,97.7777727105248,99.11110825458664,97.4814767078726,98.81481225193444,439255550.44554126,97.52066026019588,98.48484995402444,97.38292262850888,98.48484995402444,444803338.2164477,98.55421660894018,99.03614384093773,98.3132472479156,99.03614384093773,2596138944.1620693,99.8194988590749,99.99999979939032,97.8339368725918,98.19494736039157,1174826412.5702715,101.23796663236,103.30124168319992,100.2751031929092,103.30124168319992,956884782.8316052
301236.0,2025-03-12,103.0705172861381,104.11973854373136,101.14180260467548,101.4195379896837,42579871.51195067,106.77500871937868,107.71992030096612,104.85683936221272,104.88518555620384,3820025.561896767,106.65999811189148,107.82841237472374,105.15774210627828,105.5249616559571,15369354.701800523,99.7220508593512,99.78381879399872,99.1661512285523,99.2279191631998,20561924.92270094,103.80434214094348,107.065214953514,102.71738669634176,103.2608644186426,35978918930.25574,98.81481443844518,99.99999847527896,98.37036689250549,99.55555092933923,646238914.893574,98.347105255989,99.31129494493184,97.79614159602303,98.89806891595492,492043882.8218767,99.0361506788876,99.27710856649756,98.5542234136154,98.79518130122533,2032286475.9160347,98.37544830070696,98.7364587885067,97.8339368725918,98.19494736039157,767620191.2331539,103.30123816335872,104.53919790450452,102.06327186324256,102.8885805436632,1034531151.570974
301236.0,2025-03-13,101.65097858490884,104.89122880282412,100.2623133737345,102.0984418223537,65471897.14336261,105.5466207090479,106.0001814399118,102.33392710108302,103.9686200990376,3804792.5162611217,105.42480041674484,105.79201993606246,103.15472769256262,103.73894114305698,10676845.741936298,99.32056808741731,99.50587189679432,98.70290050385664,98.88820431323364,25975857.287562557,103.2608630257641,107.06521350931888,102.17390759582428,103.80434074073403,37004032401.42468,99.40741128280612,101.33333896828628,99.40741128280612,101.03704294469354,1026132372.2571478,98.89807078758464,100.13774232997102,98.6225889523882,99.44903445797746,698326463.7273526,98.7951731549034,99.51806973823024,98.55421528716204,99.27710038043747,2966134942.937642,98.19494736039157,98.55595784819133,97.65342732510744,98.19494736039157,1038567741.1681464,103.4387876174924,103.8514452423218,101.65061550818253,103.8514452423218,825037637.3932695
301236.0,2025-03-14,101.08007650169569,103.93457171150062,100.30859067353546,103.70312360866464,57738985.91253613,104.07256575488108,106.59547806233373,103.08040566542712,105.37654120152877,3729470.152372863,103.48856541394682,105.0075102322628,102.78751689813016,104.38991896346523,11090905.044335509,98.9190823708401,100.30883148831184,98.85731443439369,100.27795341060326,39523911.63351136,104.89129758554512,105.43478178661148,101.63043125174008,103.2608644186426,28717458600.72681,101.1851855840432,101.48148160224704,100.1481530524569,100.44444907066077,786557218.2890294,101.10193512535812,105.92287067255526,101.10193512535812,104.8209432981108,2054631159.5827372,99.27710207200856,100.48192590139836,99.03614420016152,100.24095653949978,4677555354.373471,98.1949545442298,99.81950616176364,98.1949545442298,99.6389966010734,830195776.5908396,103.98899542195235,104.539201226383,101.78817220422972,102.47592618028276,1162669436.359784
